task_id,category,difficulty_level,solved_by_n_of_4_reference_models,base_scene,azimuth,elevation,distance_pct,cam_rot,cam_vert,initstate,noise_type,noise_severity,light,table,language,added_objects,layout_level,instruction_clean,task_language_raw,variant_name
802,Camera Viewpoints,5,0,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,47,0,100,0,0,0,,,,,,,,KITCHEN SCENE4 put the black bowl in the bottom drawer of the cabinet and close it,put the black bowl in the bottom drawer of the cabinet and close it view 47 0 100 0 0 initstate 0,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it_view_47_0_100_0_0_initstate_0
803,Camera Viewpoints,5,0,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,47,15,100,0,0,0,,,,,,,,KITCHEN SCENE4 put the black bowl in the bottom drawer of the cabinet and close it,put the black bowl in the bottom drawer of the cabinet and close it view 47 15 100 0 0 initstate 0,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it_view_47_15_100_0_0_initstate_0
804,Camera Viewpoints,5,0,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,48,0,100,0,0,0,,,,,,,,KITCHEN SCENE4 put the black bowl in the bottom drawer of the cabinet and close it,put the black bowl in the bottom drawer of the cabinet and close it view 48 0 100 0 0 initstate 0,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it_view_48_0_100_0_0_initstate_0
805,Camera Viewpoints,5,0,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,48,15,100,0,0,0,,,,,,,,KITCHEN SCENE4 put the black bowl in the bottom drawer of the cabinet and close it,put the black bowl in the bottom drawer of the cabinet and close it view 48 15 100 0 0 initstate 0,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it_view_48_15_100_0_0_initstate_0
806,Camera Viewpoints,5,0,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,49,0,100,0,0,0,,,,,,,,KITCHEN SCENE4 put the black bowl in the bottom drawer of the cabinet and close it,put the black bowl in the bottom drawer of the cabinet and close it view 49 0 100 0 0 initstate 0,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it_view_49_0_100_0_0_initstate_0
807,Camera Viewpoints,5,0,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,49,15,100,0,0,0,,,,,,,,KITCHEN SCENE4 put the black bowl in the bottom drawer of the cabinet and close it,put the black bowl in the bottom drawer of the cabinet and close it view 49 15 100 0 0 initstate 0,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it_view_49_15_100_0_0_initstate_0
808,Camera Viewpoints,5,0,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,50,0,100,0,0,0,,,,,,,,KITCHEN SCENE4 put the black bowl in the bottom drawer of the cabinet and close it,put the black bowl in the bottom drawer of the cabinet and close it view 50 0 100 0 0 initstate 0,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it_view_50_0_100_0_0_initstate_0
809,Camera Viewpoints,5,0,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,50,15,100,0,0,0,,,,,,,,KITCHEN SCENE4 put the black bowl in the bottom drawer of the cabinet and close it,put the black bowl in the bottom drawer of the cabinet and close it view 50 15 100 0 0 initstate 0,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it_view_50_15_100_0_0_initstate_0
810,Camera Viewpoints,4,1,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,51,0,100,0,0,0,,,,,,,,KITCHEN SCENE4 put the black bowl in the bottom drawer of the cabinet and close it,put the black bowl in the bottom drawer of the cabinet and close it view 51 0 100 0 0 initstate 0,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it_view_51_0_100_0_0_initstate_0
811,Camera Viewpoints,5,0,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,52,0,100,0,0,0,,,,,,,,KITCHEN SCENE4 put the black bowl in the bottom drawer of the cabinet and close it,put the black bowl in the bottom drawer of the cabinet and close it view 52 0 100 0 0 initstate 0,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it_view_52_0_100_0_0_initstate_0
812,Camera Viewpoints,5,0,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,52,15,100,0,0,0,,,,,,,,KITCHEN SCENE4 put the black bowl in the bottom drawer of the cabinet and close it,put the black bowl in the bottom drawer of the cabinet and close it view 52 15 100 0 0 initstate 0,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it_view_52_15_100_0_0_initstate_0
813,Camera Viewpoints,5,0,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,53,0,100,0,0,0,,,,,,,,KITCHEN SCENE4 put the black bowl in the bottom drawer of the cabinet and close it,put the black bowl in the bottom drawer of the cabinet and close it view 53 0 100 0 0 initstate 0,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it_view_53_0_100_0_0_initstate_0
814,Camera Viewpoints,5,0,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,53,15,100,0,0,0,,,,,,,,KITCHEN SCENE4 put the black bowl in the bottom drawer of the cabinet and close it,put the black bowl in the bottom drawer of the cabinet and close it view 53 15 100 0 0 initstate 0,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it_view_53_15_100_0_0_initstate_0
815,Camera Viewpoints,5,0,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,54,0,100,0,0,0,,,,,,,,KITCHEN SCENE4 put the black bowl in the bottom drawer of the cabinet and close it,put the black bowl in the bottom drawer of the cabinet and close it view 54 0 100 0 0 initstate 0,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it_view_54_0_100_0_0_initstate_0
816,Camera Viewpoints,5,0,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,54,15,100,0,0,0,,,,,,,,KITCHEN SCENE4 put the black bowl in the bottom drawer of the cabinet and close it,put the black bowl in the bottom drawer of the cabinet and close it view 54 15 100 0 0 initstate 0,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it_view_54_15_100_0_0_initstate_0
817,Camera Viewpoints,3,2,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,55,0,100,0,0,0,,,,,,,,KITCHEN SCENE4 put the black bowl in the bottom drawer of the cabinet and close it,put the black bowl in the bottom drawer of the cabinet and close it view 55 0 100 0 0 initstate 0,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it_view_55_0_100_0_0_initstate_0
818,Camera Viewpoints,5,0,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,55,15,100,0,0,0,,,,,,,,KITCHEN SCENE4 put the black bowl in the bottom drawer of the cabinet and close it,put the black bowl in the bottom drawer of the cabinet and close it view 55 15 100 0 0 initstate 0,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it_view_55_15_100_0_0_initstate_0
819,Camera Viewpoints,5,0,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,56,0,100,0,0,0,,,,,,,,KITCHEN SCENE4 put the black bowl in the bottom drawer of the cabinet and close it,put the black bowl in the bottom drawer of the cabinet and close it view 56 0 100 0 0 initstate 0,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it_view_56_0_100_0_0_initstate_0
820,Camera Viewpoints,5,0,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,56,15,100,0,0,0,,,,,,,,KITCHEN SCENE4 put the black bowl in the bottom drawer of the cabinet and close it,put the black bowl in the bottom drawer of the cabinet and close it view 56 15 100 0 0 initstate 0,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it_view_56_15_100_0_0_initstate_0
821,Camera Viewpoints,5,0,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,57,0,100,0,0,0,,,,,,,,KITCHEN SCENE4 put the black bowl in the bottom drawer of the cabinet and close it,put the black bowl in the bottom drawer of the cabinet and close it view 57 0 100 0 0 initstate 0,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it_view_57_0_100_0_0_initstate_0
822,Camera Viewpoints,5,0,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,57,15,100,0,0,0,,,,,,,,KITCHEN SCENE4 put the black bowl in the bottom drawer of the cabinet and close it,put the black bowl in the bottom drawer of the cabinet and close it view 57 15 100 0 0 initstate 0,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it_view_57_15_100_0_0_initstate_0
823,Camera Viewpoints,5,0,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,58,0,100,0,0,0,,,,,,,,KITCHEN SCENE4 put the black bowl in the bottom drawer of the cabinet and close it,put the black bowl in the bottom drawer of the cabinet and close it view 58 0 100 0 0 initstate 0,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it_view_58_0_100_0_0_initstate_0
824,Camera Viewpoints,5,0,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,58,15,100,0,0,0,,,,,,,,KITCHEN SCENE4 put the black bowl in the bottom drawer of the cabinet and close it,put the black bowl in the bottom drawer of the cabinet and close it view 58 15 100 0 0 initstate 0,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it_view_58_15_100_0_0_initstate_0
825,Camera Viewpoints,4,1,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,59,0,100,0,0,0,,,,,,,,KITCHEN SCENE4 put the black bowl in the bottom drawer of the cabinet and close it,put the black bowl in the bottom drawer of the cabinet and close it view 59 0 100 0 0 initstate 0,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it_view_59_0_100_0_0_initstate_0
826,Camera Viewpoints,5,0,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,59,15,100,0,0,0,,,,,,,,KITCHEN SCENE4 put the black bowl in the bottom drawer of the cabinet and close it,put the black bowl in the bottom drawer of the cabinet and close it view 59 15 100 0 0 initstate 0,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it_view_59_15_100_0_0_initstate_0
827,Camera Viewpoints,5,0,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,60,0,100,0,0,0,,,,,,,,KITCHEN SCENE4 put the black bowl in the bottom drawer of the cabinet and close it,put the black bowl in the bottom drawer of the cabinet and close it view 60 0 100 0 0 initstate 0,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it_view_60_0_100_0_0_initstate_0
828,Camera Viewpoints,5,0,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,60,15,100,0,0,0,,,,,,,,KITCHEN SCENE4 put the black bowl in the bottom drawer of the cabinet and close it,put the black bowl in the bottom drawer of the cabinet and close it view 60 15 100 0 0 initstate 0,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it_view_60_15_100_0_0_initstate_0
829,Camera Viewpoints,3,2,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,0,0,141,0,0,0,,,,,,,,LIVING ROOM SCENE5 put the white mug on the left plate and put the yellow and white mug on the right plate,put the white mug on the left plate and put the yellow and white mug on the right plate view 0 0 141 0 0 initstate 0,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate_view_0_0_141_0_0_initstate_0
830,Camera Viewpoints,3,2,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,0,0,142,0,0,0,,,,,,,,LIVING ROOM SCENE5 put the white mug on the left plate and put the yellow and white mug on the right plate,put the white mug on the left plate and put the yellow and white mug on the right plate view 0 0 142 0 0 initstate 0,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate_view_0_0_142_0_0_initstate_0
831,Camera Viewpoints,3,2,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,0,0,144,0,0,0,,,,,,,,LIVING ROOM SCENE5 put the white mug on the left plate and put the yellow and white mug on the right plate,put the white mug on the left plate and put the yellow and white mug on the right plate view 0 0 144 0 0 initstate 0,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate_view_0_0_144_0_0_initstate_0
832,Camera Viewpoints,5,0,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,0,0,145,0,0,0,,,,,,,,LIVING ROOM SCENE5 put the white mug on the left plate and put the yellow and white mug on the right plate,put the white mug on the left plate and put the yellow and white mug on the right plate view 0 0 145 0 0 initstate 0,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate_view_0_0_145_0_0_initstate_0
833,Camera Viewpoints,3,2,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,0,0,146,0,0,0,,,,,,,,LIVING ROOM SCENE5 put the white mug on the left plate and put the yellow and white mug on the right plate,put the white mug on the left plate and put the yellow and white mug on the right plate view 0 0 146 0 0 initstate 0,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate_view_0_0_146_0_0_initstate_0
834,Camera Viewpoints,3,2,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,0,0,147,0,0,0,,,,,,,,LIVING ROOM SCENE5 put the white mug on the left plate and put the yellow and white mug on the right plate,put the white mug on the left plate and put the yellow and white mug on the right plate view 0 0 147 0 0 initstate 0,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate_view_0_0_147_0_0_initstate_0
835,Camera Viewpoints,4,1,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,0,0,148,0,0,0,,,,,,,,LIVING ROOM SCENE5 put the white mug on the left plate and put the yellow and white mug on the right plate,put the white mug on the left plate and put the yellow and white mug on the right plate view 0 0 148 0 0 initstate 0,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate_view_0_0_148_0_0_initstate_0
836,Camera Viewpoints,4,1,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,0,0,149,0,0,0,,,,,,,,LIVING ROOM SCENE5 put the white mug on the left plate and put the yellow and white mug on the right plate,put the white mug on the left plate and put the yellow and white mug on the right plate view 0 0 149 0 0 initstate 0,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate_view_0_0_149_0_0_initstate_0
837,Camera Viewpoints,4,1,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,0,0,150,0,0,0,,,,,,,,LIVING ROOM SCENE5 put the white mug on the left plate and put the yellow and white mug on the right plate,put the white mug on the left plate and put the yellow and white mug on the right plate view 0 0 150 0 0 initstate 0,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate_view_0_0_150_0_0_initstate_0
838,Camera Viewpoints,5,0,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,0,0,100,10,2,0,,,,,,,,LIVING ROOM SCENE5 put the white mug on the left plate and put the yellow and white mug on the right plate,put the white mug on the left plate and put the yellow and white mug on the right plate view 0 0 100 10 2 initstate 0,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate_view_0_0_100_10_2_initstate_0
839,Camera Viewpoints,5,0,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,0,0,100,10,4,0,,,,,,,,LIVING ROOM SCENE5 put the white mug on the left plate and put the yellow and white mug on the right plate,put the white mug on the left plate and put the yellow and white mug on the right plate view 0 0 100 10 4 initstate 0,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate_view_0_0_100_10_4_initstate_0
840,Camera Viewpoints,5,0,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,0,0,100,10,6,0,,,,,,,,LIVING ROOM SCENE5 put the white mug on the left plate and put the yellow and white mug on the right plate,put the white mug on the left plate and put the yellow and white mug on the right plate view 0 0 100 10 6 initstate 0,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate_view_0_0_100_10_6_initstate_0
841,Camera Viewpoints,5,0,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,0,0,100,10,8,0,,,,,,,,LIVING ROOM SCENE5 put the white mug on the left plate and put the yellow and white mug on the right plate,put the white mug on the left plate and put the yellow and white mug on the right plate view 0 0 100 10 8 initstate 0,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate_view_0_0_100_10_8_initstate_0
842,Camera Viewpoints,5,0,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,0,0,100,10,10,0,,,,,,,,LIVING ROOM SCENE5 put the white mug on the left plate and put the yellow and white mug on the right plate,put the white mug on the left plate and put the yellow and white mug on the right plate view 0 0 100 10 10 initstate 0,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate_view_0_0_100_10_10_initstate_0
843,Camera Viewpoints,5,0,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,0,0,100,10,350,0,,,,,,,,LIVING ROOM SCENE5 put the white mug on the left plate and put the yellow and white mug on the right plate,put the white mug on the left plate and put the yellow and white mug on the right plate view 0 0 100 10 350 initstate 0,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate_view_0_0_100_10_350_initstate_0
844,Camera Viewpoints,5,0,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,0,0,100,10,352,0,,,,,,,,LIVING ROOM SCENE5 put the white mug on the left plate and put the yellow and white mug on the right plate,put the white mug on the left plate and put the yellow and white mug on the right plate view 0 0 100 10 352 initstate 0,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate_view_0_0_100_10_352_initstate_0
845,Camera Viewpoints,5,0,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,0,0,100,10,354,0,,,,,,,,LIVING ROOM SCENE5 put the white mug on the left plate and put the yellow and white mug on the right plate,put the white mug on the left plate and put the yellow and white mug on the right plate view 0 0 100 10 354 initstate 0,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate_view_0_0_100_10_354_initstate_0
846,Camera Viewpoints,4,1,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,0,0,100,10,356,0,,,,,,,,LIVING ROOM SCENE5 put the white mug on the left plate and put the yellow and white mug on the right plate,put the white mug on the left plate and put the yellow and white mug on the right plate view 0 0 100 10 356 initstate 0,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate_view_0_0_100_10_356_initstate_0
847,Camera Viewpoints,5,0,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,0,0,100,10,358,0,,,,,,,,LIVING ROOM SCENE5 put the white mug on the left plate and put the yellow and white mug on the right plate,put the white mug on the left plate and put the yellow and white mug on the right plate view 0 0 100 10 358 initstate 0,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate_view_0_0_100_10_358_initstate_0
848,Camera Viewpoints,5,0,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,61,0,100,0,0,0,,,,,,,,LIVING ROOM SCENE5 put the white mug on the left plate and put the yellow and white mug on the right plate,put the white mug on the left plate and put the yellow and white mug on the right plate view 61 0 100 0 0 initstate 0,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate_view_61_0_100_0_0_initstate_0
849,Camera Viewpoints,5,0,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,61,15,100,0,0,0,,,,,,,,LIVING ROOM SCENE5 put the white mug on the left plate and put the yellow and white mug on the right plate,put the white mug on the left plate and put the yellow and white mug on the right plate view 61 15 100 0 0 initstate 0,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate_view_61_15_100_0_0_initstate_0
850,Camera Viewpoints,5,0,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,62,0,100,0,0,0,,,,,,,,LIVING ROOM SCENE5 put the white mug on the left plate and put the yellow and white mug on the right plate,put the white mug on the left plate and put the yellow and white mug on the right plate view 62 0 100 0 0 initstate 0,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate_view_62_0_100_0_0_initstate_0
851,Camera Viewpoints,5,0,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,62,15,100,0,0,0,,,,,,,,LIVING ROOM SCENE5 put the white mug on the left plate and put the yellow and white mug on the right plate,put the white mug on the left plate and put the yellow and white mug on the right plate view 62 15 100 0 0 initstate 0,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate_view_62_15_100_0_0_initstate_0
852,Camera Viewpoints,5,0,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,63,0,100,0,0,0,,,,,,,,LIVING ROOM SCENE5 put the white mug on the left plate and put the yellow and white mug on the right plate,put the white mug on the left plate and put the yellow and white mug on the right plate view 63 0 100 0 0 initstate 0,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate_view_63_0_100_0_0_initstate_0
853,Camera Viewpoints,5,0,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,63,15,100,0,0,0,,,,,,,,LIVING ROOM SCENE5 put the white mug on the left plate and put the yellow and white mug on the right plate,put the white mug on the left plate and put the yellow and white mug on the right plate view 63 15 100 0 0 initstate 0,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate_view_63_15_100_0_0_initstate_0
854,Camera Viewpoints,5,0,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,64,0,100,0,0,0,,,,,,,,LIVING ROOM SCENE5 put the white mug on the left plate and put the yellow and white mug on the right plate,put the white mug on the left plate and put the yellow and white mug on the right plate view 64 0 100 0 0 initstate 0,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate_view_64_0_100_0_0_initstate_0
855,Camera Viewpoints,5,0,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,64,15,100,0,0,0,,,,,,,,LIVING ROOM SCENE5 put the white mug on the left plate and put the yellow and white mug on the right plate,put the white mug on the left plate and put the yellow and white mug on the right plate view 64 15 100 0 0 initstate 0,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate_view_64_15_100_0_0_initstate_0
856,Camera Viewpoints,5,0,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,65,0,100,0,0,0,,,,,,,,LIVING ROOM SCENE5 put the white mug on the left plate and put the yellow and white mug on the right plate,put the white mug on the left plate and put the yellow and white mug on the right plate view 65 0 100 0 0 initstate 0,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate_view_65_0_100_0_0_initstate_0
857,Camera Viewpoints,5,0,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,65,15,100,0,0,0,,,,,,,,LIVING ROOM SCENE5 put the white mug on the left plate and put the yellow and white mug on the right plate,put the white mug on the left plate and put the yellow and white mug on the right plate view 65 15 100 0 0 initstate 0,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate_view_65_15_100_0_0_initstate_0
