task_id,category,difficulty_level,solved_by_n_of_4_reference_models,base_scene,azimuth,elevation,distance_pct,cam_rot,cam_vert,initstate,noise_type,noise_severity,light,table,language,added_objects,layout_level,instruction_clean,task_language_raw,variant_name
243,Background Textures,3,2,pick_up_the_tomato_sauce_and_place_it_in_the_basket,,,,,,,,,,4,,,,pick up the tomato sauce and place it in the basket,pick up the tomato sauce and place it in the basket table 4,pick_up_the_tomato_sauce_and_place_it_in_the_basket_table_4
244,Background Textures,5,0,pick_up_the_tomato_sauce_and_place_it_in_the_basket,,,,,,,,,,1,,,,pick up the tomato sauce and place it in the basket,pick up the tomato sauce and place it in the basket tb 1,pick_up_the_tomato_sauce_and_place_it_in_the_basket_tb_1
245,Background Textures,2,3,pick_up_the_tomato_sauce_and_place_it_in_the_basket,,,,,,,,,,12,,,,pick up the tomato sauce and place it in the basket,pick up the tomato sauce and place it in the basket tb 12,pick_up_the_tomato_sauce_and_place_it_in_the_basket_tb_12
246,Background Textures,4,1,pick_up_the_tomato_sauce_and_place_it_in_the_basket,,,,,,,,,,2,,,,pick up the tomato sauce and place it in the basket,pick up the tomato sauce and place it in the basket tb 2,pick_up_the_tomato_sauce_and_place_it_in_the_basket_tb_2
247,Background Textures,1,4,pick_up_the_tomato_sauce_and_place_it_in_the_basket,,,,,,,,,,6,,,,pick up the tomato sauce and place it in the basket,pick up the tomato sauce and place it in the basket tb 6,pick_up_the_tomato_sauce_and_place_it_in_the_basket_tb_6
248,Robot Initial States,1,4,pick_up_the_alphabet_soup_and_place_it_in_the_basket,0,0,100,0,0,11,,,,,,,,pick up the alphabet soup and place it in the basket,pick up the alphabet soup and place it in the basket view 0 0 100 0 0 initstate 11,pick_up_the_alphabet_soup_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_11
249,Robot Initial States,1,4,pick_up_the_alphabet_soup_and_place_it_in_the_basket,0,0,100,0,0,51,,,,,,,,pick up the alphabet soup and place it in the basket,pick up the alphabet soup and place it in the basket view 0 0 100 0 0 initstate 51,pick_up_the_alphabet_soup_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_51
250,Robot Initial States,2,3,pick_up_the_alphabet_soup_and_place_it_in_the_basket,0,0,100,0,0,71,,,,,,,,pick up the alphabet soup and place it in the basket,pick up the alphabet soup and place it in the basket view 0 0 100 0 0 initstate 71,pick_up_the_alphabet_soup_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_71
251,Robot Initial States,2,3,pick_up_the_alphabet_soup_and_place_it_in_the_basket,0,0,100,0,0,81,,,,,,,,pick up the alphabet soup and place it in the basket,pick up the alphabet soup and place it in the basket view 0 0 100 0 0 initstate 81,pick_up_the_alphabet_soup_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_81
252,Robot Initial States,1,4,pick_up_the_alphabet_soup_and_place_it_in_the_basket,0,0,100,0,0,101,,,,,,,,pick up the alphabet soup and place it in the basket,pick up the alphabet soup and place it in the basket view 0 0 100 0 0 initstate 101,pick_up_the_alphabet_soup_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_101
253,Robot Initial States,1,4,pick_up_the_alphabet_soup_and_place_it_in_the_basket,0,0,100,0,0,121,,,,,,,,pick up the alphabet soup and place it in the basket,pick up the alphabet soup and place it in the basket view 0 0 100 0 0 initstate 121,pick_up_the_alphabet_soup_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_121
254,Robot Initial States,2,3,pick_up_the_alphabet_soup_and_place_it_in_the_basket,0,0,100,0,0,131,,,,,,,,pick up the alphabet soup and place it in the basket,pick up the alphabet soup and place it in the basket view 0 0 100 0 0 initstate 131,pick_up_the_alphabet_soup_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_131
255,Robot Initial States,1,4,pick_up_the_alphabet_soup_and_place_it_in_the_basket,0,0,100,0,0,141,,,,,,,,pick up the alphabet soup and place it in the basket,pick up the alphabet soup and place it in the basket view 0 0 100 0 0 initstate 141,pick_up_the_alphabet_soup_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_141
256,Robot Initial States,4,1,pick_up_the_alphabet_soup_and_place_it_in_the_basket,0,0,100,0,0,161,,,,,,,,pick up the alphabet soup and place it in the basket,pick up the alphabet soup and place it in the basket view 0 0 100 0 0 initstate 161,pick_up_the_alphabet_soup_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_161
257,Robot Initial States,2,3,pick_up_the_alphabet_soup_and_place_it_in_the_basket,0,0,100,0,0,171,,,,,,,,pick up the alphabet soup and place it in the basket,pick up the alphabet soup and place it in the basket view 0 0 100 0 0 initstate 171,pick_up_the_alphabet_soup_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_171
258,Robot Initial States,3,2,pick_up_the_alphabet_soup_and_place_it_in_the_basket,0,0,100,0,0,181,,,,,,,,pick up the alphabet soup and place it in the basket,pick up the alphabet soup and place it in the basket view 0 0 100 0 0 initstate 181,pick_up_the_alphabet_soup_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_181
259,Robot Initial States,1,4,pick_up_the_alphabet_soup_and_place_it_in_the_basket,0,0,100,0,0,191,,,,,,,,pick up the alphabet soup and place it in the basket,pick up the alphabet soup and place it in the basket view 0 0 100 0 0 initstate 191,pick_up_the_alphabet_soup_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_191
260,Robot Initial States,2,3,pick_up_the_alphabet_soup_and_place_it_in_the_basket,0,0,100,0,0,201,,,,,,,,pick up the alphabet soup and place it in the basket,pick up the alphabet soup and place it in the basket view 0 0 100 0 0 initstate 201,pick_up_the_alphabet_soup_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_201
261,Robot Initial States,3,2,pick_up_the_alphabet_soup_and_place_it_in_the_basket,0,0,100,0,0,211,,,,,,,,pick up the alphabet soup and place it in the basket,pick up the alphabet soup and place it in the basket view 0 0 100 0 0 initstate 211,pick_up_the_alphabet_soup_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_211
262,Robot Initial States,4,1,pick_up_the_alphabet_soup_and_place_it_in_the_basket,0,0,100,0,0,221,,,,,,,,pick up the alphabet soup and place it in the basket,pick up the alphabet soup and place it in the basket view 0 0 100 0 0 initstate 221,pick_up_the_alphabet_soup_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_221
263,Robot Initial States,3,2,pick_up_the_alphabet_soup_and_place_it_in_the_basket,0,0,100,0,0,231,,,,,,,,pick up the alphabet soup and place it in the basket,pick up the alphabet soup and place it in the basket view 0 0 100 0 0 initstate 231,pick_up_the_alphabet_soup_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_231
264,Robot Initial States,3,2,pick_up_the_alphabet_soup_and_place_it_in_the_basket,0,0,100,0,0,241,,,,,,,,pick up the alphabet soup and place it in the basket,pick up the alphabet soup and place it in the basket view 0 0 100 0 0 initstate 241,pick_up_the_alphabet_soup_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_241
265,Robot Initial States,3,2,pick_up_the_alphabet_soup_and_place_it_in_the_basket,0,0,100,0,0,251,,,,,,,,pick up the alphabet soup and place it in the basket,pick up the alphabet soup and place it in the basket view 0 0 100 0 0 initstate 251,pick_up_the_alphabet_soup_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_251
266,Robot Initial States,2,3,pick_up_the_alphabet_soup_and_place_it_in_the_basket,0,0,100,0,0,261,,,,,,,,pick up the alphabet soup and place it in the basket,pick up the alphabet soup and place it in the basket view 0 0 100 0 0 initstate 261,pick_up_the_alphabet_soup_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_261
267,Robot Initial States,2,3,pick_up_the_alphabet_soup_and_place_it_in_the_basket,0,0,100,0,0,271,,,,,,,,pick up the alphabet soup and place it in the basket,pick up the alphabet soup and place it in the basket view 0 0 100 0 0 initstate 271,pick_up_the_alphabet_soup_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_271
268,Robot Initial States,3,2,pick_up_the_alphabet_soup_and_place_it_in_the_basket,0,0,100,0,0,281,,,,,,,,pick up the alphabet soup and place it in the basket,pick up the alphabet soup and place it in the basket view 0 0 100 0 0 initstate 281,pick_up_the_alphabet_soup_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_281
269,Robot Initial States,3,2,pick_up_the_alphabet_soup_and_place_it_in_the_basket,0,0,100,0,0,291,,,,,,,,pick up the alphabet soup and place it in the basket,pick up the alphabet soup and place it in the basket view 0 0 100 0 0 initstate 291,pick_up_the_alphabet_soup_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_291
270,Robot Initial States,4,1,pick_up_the_alphabet_soup_and_place_it_in_the_basket,0,0,100,0,0,301,,,,,,,,pick up the alphabet soup and place it in the basket,pick up the alphabet soup and place it in the basket view 0 0 100 0 0 initstate 301,pick_up_the_alphabet_soup_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_301
271,Robot Initial States,5,0,pick_up_the_alphabet_soup_and_place_it_in_the_basket,0,0,100,0,0,311,,,,,,,,pick up the alphabet soup and place it in the basket,pick up the alphabet soup and place it in the basket view 0 0 100 0 0 initstate 311,pick_up_the_alphabet_soup_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_311
272,Robot Initial States,3,2,pick_up_the_alphabet_soup_and_place_it_in_the_basket,0,0,100,0,0,321,,,,,,,,pick up the alphabet soup and place it in the basket,pick up the alphabet soup and place it in the basket view 0 0 100 0 0 initstate 321,pick_up_the_alphabet_soup_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_321
273,Robot Initial States,4,1,pick_up_the_alphabet_soup_and_place_it_in_the_basket,0,0,100,0,0,331,,,,,,,,pick up the alphabet soup and place it in the basket,pick up the alphabet soup and place it in the basket view 0 0 100 0 0 initstate 331,pick_up_the_alphabet_soup_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_331
274,Robot Initial States,1,4,pick_up_the_alphabet_soup_and_place_it_in_the_basket,0,0,100,0,0,341,,,,,,,,pick up the alphabet soup and place it in the basket,pick up the alphabet soup and place it in the basket view 0 0 100 0 0 initstate 341,pick_up_the_alphabet_soup_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_341
275,Robot Initial States,3,2,pick_up_the_alphabet_soup_and_place_it_in_the_basket,0,0,100,0,0,351,,,,,,,,pick up the alphabet soup and place it in the basket,pick up the alphabet soup and place it in the basket view 0 0 100 0 0 initstate 351,pick_up_the_alphabet_soup_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_351
276,Robot Initial States,5,0,pick_up_the_alphabet_soup_and_place_it_in_the_basket,0,0,100,0,0,361,,,,,,,,pick up the alphabet soup and place it in the basket,pick up the alphabet soup and place it in the basket view 0 0 100 0 0 initstate 361,pick_up_the_alphabet_soup_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_361
277,Robot Initial States,4,1,pick_up_the_alphabet_soup_and_place_it_in_the_basket,0,0,100,0,0,371,,,,,,,,pick up the alphabet soup and place it in the basket,pick up the alphabet soup and place it in the basket view 0 0 100 0 0 initstate 371,pick_up_the_alphabet_soup_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_371
278,Robot Initial States,4,1,pick_up_the_alphabet_soup_and_place_it_in_the_basket,0,0,100,0,0,381,,,,,,,,pick up the alphabet soup and place it in the basket,pick up the alphabet soup and place it in the basket view 0 0 100 0 0 initstate 381,pick_up_the_alphabet_soup_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_381
279,Robot Initial States,5,0,pick_up_the_alphabet_soup_and_place_it_in_the_basket,0,0,100,0,0,391,,,,,,,,pick up the alphabet soup and place it in the basket,pick up the alphabet soup and place it in the basket view 0 0 100 0 0 initstate 391,pick_up_the_alphabet_soup_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_391
280,Robot Initial States,5,0,pick_up_the_alphabet_soup_and_place_it_in_the_basket,0,0,100,0,0,401,,,,,,,,pick up the alphabet soup and place it in the basket,pick up the alphabet soup and place it in the basket view 0 0 100 0 0 initstate 401,pick_up_the_alphabet_soup_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_401
281,Robot Initial States,5,0,pick_up_the_alphabet_soup_and_place_it_in_the_basket,0,0,100,0,0,411,,,,,,,,pick up the alphabet soup and place it in the basket,pick up the alphabet soup and place it in the basket view 0 0 100 0 0 initstate 411,pick_up_the_alphabet_soup_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_411
282,Robot Initial States,4,1,pick_up_the_alphabet_soup_and_place_it_in_the_basket,0,0,100,0,0,421,,,,,,,,pick up the alphabet soup and place it in the basket,pick up the alphabet soup and place it in the basket view 0 0 100 0 0 initstate 421,pick_up_the_alphabet_soup_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_421
283,Robot Initial States,4,1,pick_up_the_alphabet_soup_and_place_it_in_the_basket,0,0,100,0,0,431,,,,,,,,pick up the alphabet soup and place it in the basket,pick up the alphabet soup and place it in the basket view 0 0 100 0 0 initstate 431,pick_up_the_alphabet_soup_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_431
284,Robot Initial States,4,1,pick_up_the_alphabet_soup_and_place_it_in_the_basket,0,0,100,0,0,441,,,,,,,,pick up the alphabet soup and place it in the basket,pick up the alphabet soup and place it in the basket view 0 0 100 0 0 initstate 441,pick_up_the_alphabet_soup_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_441
285,Robot Initial States,2,3,pick_up_the_alphabet_soup_and_place_it_in_the_basket,0,0,100,0,0,451,,,,,,,,pick up the alphabet soup and place it in the basket,pick up the alphabet soup and place it in the basket view 0 0 100 0 0 initstate 451,pick_up_the_alphabet_soup_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_451
286,Robot Initial States,3,2,pick_up_the_alphabet_soup_and_place_it_in_the_basket,0,0,100,0,0,461,,,,,,,,pick up the alphabet soup and place it in the basket,pick up the alphabet soup and place it in the basket view 0 0 100 0 0 initstate 461,pick_up_the_alphabet_soup_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_461
287,Robot Initial States,4,1,pick_up_the_alphabet_soup_and_place_it_in_the_basket,0,0,100,0,0,471,,,,,,,,pick up the alphabet soup and place it in the basket,pick up the alphabet soup and place it in the basket view 0 0 100 0 0 initstate 471,pick_up_the_alphabet_soup_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_471
288,Robot Initial States,3,2,pick_up_the_alphabet_soup_and_place_it_in_the_basket,0,0,100,0,0,481,,,,,,,,pick up the alphabet soup and place it in the basket,pick up the alphabet soup and place it in the basket view 0 0 100 0 0 initstate 481,pick_up_the_alphabet_soup_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_481
289,Robot Initial States,5,0,pick_up_the_alphabet_soup_and_place_it_in_the_basket,0,0,100,0,0,491,,,,,,,,pick up the alphabet soup and place it in the basket,pick up the alphabet soup and place it in the basket view 0 0 100 0 0 initstate 491,pick_up_the_alphabet_soup_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_491
290,Robot Initial States,2,3,pick_up_the_cream_cheese_and_place_it_in_the_basket,0,0,100,0,0,2,,,,,,,,pick up the cream cheese and place it in the basket,pick up the cream cheese and place it in the basket view 0 0 100 0 0 initstate 2,pick_up_the_cream_cheese_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_2
291,Robot Initial States,2,3,pick_up_the_cream_cheese_and_place_it_in_the_basket,0,0,100,0,0,42,,,,,,,,pick up the cream cheese and place it in the basket,pick up the cream cheese and place it in the basket view 0 0 100 0 0 initstate 42,pick_up_the_cream_cheese_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_42
292,Robot Initial States,3,2,pick_up_the_cream_cheese_and_place_it_in_the_basket,0,0,100,0,0,62,,,,,,,,pick up the cream cheese and place it in the basket,pick up the cream cheese and place it in the basket view 0 0 100 0 0 initstate 62,pick_up_the_cream_cheese_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_62
293,Robot Initial States,2,3,pick_up_the_cream_cheese_and_place_it_in_the_basket,0,0,100,0,0,102,,,,,,,,pick up the cream cheese and place it in the basket,pick up the cream cheese and place it in the basket view 0 0 100 0 0 initstate 102,pick_up_the_cream_cheese_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_102
294,Robot Initial States,1,4,pick_up_the_cream_cheese_and_place_it_in_the_basket,0,0,100,0,0,112,,,,,,,,pick up the cream cheese and place it in the basket,pick up the cream cheese and place it in the basket view 0 0 100 0 0 initstate 112,pick_up_the_cream_cheese_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_112
295,Robot Initial States,2,3,pick_up_the_cream_cheese_and_place_it_in_the_basket,0,0,100,0,0,132,,,,,,,,pick up the cream cheese and place it in the basket,pick up the cream cheese and place it in the basket view 0 0 100 0 0 initstate 132,pick_up_the_cream_cheese_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_132
296,Robot Initial States,3,2,pick_up_the_cream_cheese_and_place_it_in_the_basket,0,0,100,0,0,142,,,,,,,,pick up the cream cheese and place it in the basket,pick up the cream cheese and place it in the basket view 0 0 100 0 0 initstate 142,pick_up_the_cream_cheese_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_142
297,Robot Initial States,2,3,pick_up_the_cream_cheese_and_place_it_in_the_basket,0,0,100,0,0,152,,,,,,,,pick up the cream cheese and place it in the basket,pick up the cream cheese and place it in the basket view 0 0 100 0 0 initstate 152,pick_up_the_cream_cheese_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_152
298,Robot Initial States,2,3,pick_up_the_cream_cheese_and_place_it_in_the_basket,0,0,100,0,0,162,,,,,,,,pick up the cream cheese and place it in the basket,pick up the cream cheese and place it in the basket view 0 0 100 0 0 initstate 162,pick_up_the_cream_cheese_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_162
299,Robot Initial States,2,3,pick_up_the_cream_cheese_and_place_it_in_the_basket,0,0,100,0,0,172,,,,,,,,pick up the cream cheese and place it in the basket,pick up the cream cheese and place it in the basket view 0 0 100 0 0 initstate 172,pick_up_the_cream_cheese_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_172
300,Robot Initial States,1,4,pick_up_the_cream_cheese_and_place_it_in_the_basket,0,0,100,0,0,192,,,,,,,,pick up the cream cheese and place it in the basket,pick up the cream cheese and place it in the basket view 0 0 100 0 0 initstate 192,pick_up_the_cream_cheese_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_192
301,Robot Initial States,3,2,pick_up_the_cream_cheese_and_place_it_in_the_basket,0,0,100,0,0,202,,,,,,,,pick up the cream cheese and place it in the basket,pick up the cream cheese and place it in the basket view 0 0 100 0 0 initstate 202,pick_up_the_cream_cheese_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_202
302,Robot Initial States,4,1,pick_up_the_cream_cheese_and_place_it_in_the_basket,0,0,100,0,0,222,,,,,,,,pick up the cream cheese and place it in the basket,pick up the cream cheese and place it in the basket view 0 0 100 0 0 initstate 222,pick_up_the_cream_cheese_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_222
303,Robot Initial States,2,3,pick_up_the_cream_cheese_and_place_it_in_the_basket,0,0,100,0,0,232,,,,,,,,pick up the cream cheese and place it in the basket,pick up the cream cheese and place it in the basket view 0 0 100 0 0 initstate 232,pick_up_the_cream_cheese_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_232
304,Robot Initial States,2,3,pick_up_the_cream_cheese_and_place_it_in_the_basket,0,0,100,0,0,242,,,,,,,,pick up the cream cheese and place it in the basket,pick up the cream cheese and place it in the basket view 0 0 100 0 0 initstate 242,pick_up_the_cream_cheese_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_242
305,Robot Initial States,3,2,pick_up_the_cream_cheese_and_place_it_in_the_basket,0,0,100,0,0,252,,,,,,,,pick up the cream cheese and place it in the basket,pick up the cream cheese and place it in the basket view 0 0 100 0 0 initstate 252,pick_up_the_cream_cheese_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_252
306,Robot Initial States,5,0,pick_up_the_cream_cheese_and_place_it_in_the_basket,0,0,100,0,0,262,,,,,,,,pick up the cream cheese and place it in the basket,pick up the cream cheese and place it in the basket view 0 0 100 0 0 initstate 262,pick_up_the_cream_cheese_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_262
307,Robot Initial States,3,2,pick_up_the_cream_cheese_and_place_it_in_the_basket,0,0,100,0,0,282,,,,,,,,pick up the cream cheese and place it in the basket,pick up the cream cheese and place it in the basket view 0 0 100 0 0 initstate 282,pick_up_the_cream_cheese_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_282
308,Robot Initial States,4,1,pick_up_the_cream_cheese_and_place_it_in_the_basket,0,0,100,0,0,292,,,,,,,,pick up the cream cheese and place it in the basket,pick up the cream cheese and place it in the basket view 0 0 100 0 0 initstate 292,pick_up_the_cream_cheese_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_292
309,Robot Initial States,4,1,pick_up_the_cream_cheese_and_place_it_in_the_basket,0,0,100,0,0,302,,,,,,,,pick up the cream cheese and place it in the basket,pick up the cream cheese and place it in the basket view 0 0 100 0 0 initstate 302,pick_up_the_cream_cheese_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_302
310,Robot Initial States,4,1,pick_up_the_cream_cheese_and_place_it_in_the_basket,0,0,100,0,0,312,,,,,,,,pick up the cream cheese and place it in the basket,pick up the cream cheese and place it in the basket view 0 0 100 0 0 initstate 312,pick_up_the_cream_cheese_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_312
311,Robot Initial States,5,0,pick_up_the_cream_cheese_and_place_it_in_the_basket,0,0,100,0,0,322,,,,,,,,pick up the cream cheese and place it in the basket,pick up the cream cheese and place it in the basket view 0 0 100 0 0 initstate 322,pick_up_the_cream_cheese_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_322
312,Robot Initial States,1,4,pick_up_the_cream_cheese_and_place_it_in_the_basket,0,0,100,0,0,332,,,,,,,,pick up the cream cheese and place it in the basket,pick up the cream cheese and place it in the basket view 0 0 100 0 0 initstate 332,pick_up_the_cream_cheese_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_332
313,Robot Initial States,5,0,pick_up_the_cream_cheese_and_place_it_in_the_basket,0,0,100,0,0,342,,,,,,,,pick up the cream cheese and place it in the basket,pick up the cream cheese and place it in the basket view 0 0 100 0 0 initstate 342,pick_up_the_cream_cheese_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_342
314,Robot Initial States,5,0,pick_up_the_cream_cheese_and_place_it_in_the_basket,0,0,100,0,0,352,,,,,,,,pick up the cream cheese and place it in the basket,pick up the cream cheese and place it in the basket view 0 0 100 0 0 initstate 352,pick_up_the_cream_cheese_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_352
315,Robot Initial States,3,2,pick_up_the_cream_cheese_and_place_it_in_the_basket,0,0,100,0,0,362,,,,,,,,pick up the cream cheese and place it in the basket,pick up the cream cheese and place it in the basket view 0 0 100 0 0 initstate 362,pick_up_the_cream_cheese_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_362
316,Robot Initial States,5,0,pick_up_the_cream_cheese_and_place_it_in_the_basket,0,0,100,0,0,372,,,,,,,,pick up the cream cheese and place it in the basket,pick up the cream cheese and place it in the basket view 0 0 100 0 0 initstate 372,pick_up_the_cream_cheese_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_372
317,Robot Initial States,4,1,pick_up_the_cream_cheese_and_place_it_in_the_basket,0,0,100,0,0,382,,,,,,,,pick up the cream cheese and place it in the basket,pick up the cream cheese and place it in the basket view 0 0 100 0 0 initstate 382,pick_up_the_cream_cheese_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_382
318,Robot Initial States,3,2,pick_up_the_cream_cheese_and_place_it_in_the_basket,0,0,100,0,0,392,,,,,,,,pick up the cream cheese and place it in the basket,pick up the cream cheese and place it in the basket view 0 0 100 0 0 initstate 392,pick_up_the_cream_cheese_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_392
319,Robot Initial States,3,2,pick_up_the_cream_cheese_and_place_it_in_the_basket,0,0,100,0,0,402,,,,,,,,pick up the cream cheese and place it in the basket,pick up the cream cheese and place it in the basket view 0 0 100 0 0 initstate 402,pick_up_the_cream_cheese_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_402
320,Robot Initial States,5,0,pick_up_the_cream_cheese_and_place_it_in_the_basket,0,0,100,0,0,412,,,,,,,,pick up the cream cheese and place it in the basket,pick up the cream cheese and place it in the basket view 0 0 100 0 0 initstate 412,pick_up_the_cream_cheese_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_412
321,Robot Initial States,5,0,pick_up_the_cream_cheese_and_place_it_in_the_basket,0,0,100,0,0,422,,,,,,,,pick up the cream cheese and place it in the basket,pick up the cream cheese and place it in the basket view 0 0 100 0 0 initstate 422,pick_up_the_cream_cheese_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_422
322,Robot Initial States,3,2,pick_up_the_cream_cheese_and_place_it_in_the_basket,0,0,100,0,0,432,,,,,,,,pick up the cream cheese and place it in the basket,pick up the cream cheese and place it in the basket view 0 0 100 0 0 initstate 432,pick_up_the_cream_cheese_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_432
323,Robot Initial States,2,3,pick_up_the_cream_cheese_and_place_it_in_the_basket,0,0,100,0,0,442,,,,,,,,pick up the cream cheese and place it in the basket,pick up the cream cheese and place it in the basket view 0 0 100 0 0 initstate 442,pick_up_the_cream_cheese_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_442
324,Robot Initial States,5,0,pick_up_the_cream_cheese_and_place_it_in_the_basket,0,0,100,0,0,452,,,,,,,,pick up the cream cheese and place it in the basket,pick up the cream cheese and place it in the basket view 0 0 100 0 0 initstate 452,pick_up_the_cream_cheese_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_452
325,Robot Initial States,4,1,pick_up_the_cream_cheese_and_place_it_in_the_basket,0,0,100,0,0,462,,,,,,,,pick up the cream cheese and place it in the basket,pick up the cream cheese and place it in the basket view 0 0 100 0 0 initstate 462,pick_up_the_cream_cheese_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_462
326,Robot Initial States,3,2,pick_up_the_cream_cheese_and_place_it_in_the_basket,0,0,100,0,0,472,,,,,,,,pick up the cream cheese and place it in the basket,pick up the cream cheese and place it in the basket view 0 0 100 0 0 initstate 472,pick_up_the_cream_cheese_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_472
327,Robot Initial States,3,2,pick_up_the_cream_cheese_and_place_it_in_the_basket,0,0,100,0,0,482,,,,,,,,pick up the cream cheese and place it in the basket,pick up the cream cheese and place it in the basket view 0 0 100 0 0 initstate 482,pick_up_the_cream_cheese_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_482
328,Robot Initial States,2,3,pick_up_the_cream_cheese_and_place_it_in_the_basket,0,0,100,0,0,492,,,,,,,,pick up the cream cheese and place it in the basket,pick up the cream cheese and place it in the basket view 0 0 100 0 0 initstate 492,pick_up_the_cream_cheese_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_492
329,Robot Initial States,2,3,pick_up_the_salad_dressing_and_place_it_in_the_basket,0,0,100,0,0,3,,,,,,,,pick up the salad dressing and place it in the basket,pick up the salad dressing and place it in the basket view 0 0 100 0 0 initstate 3,pick_up_the_salad_dressing_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_3
330,Robot Initial States,1,4,pick_up_the_salad_dressing_and_place_it_in_the_basket,0,0,100,0,0,23,,,,,,,,pick up the salad dressing and place it in the basket,pick up the salad dressing and place it in the basket view 0 0 100 0 0 initstate 23,pick_up_the_salad_dressing_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_23
