task_id,category,difficulty_level,solved_by_n_of_4_reference_models,base_scene,azimuth,elevation,distance_pct,cam_rot,cam_vert,initstate,noise_type,noise_severity,light,table,language,added_objects,layout_level,instruction_clean,task_language_raw,variant_name
580,Robot Initial States,2,3,pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,0,0,100,0,0,230,,,,,,,,pick up the black bowl on the wooden cabinet and place it on the plate,pick up the black bowl on the wooden cabinet and place it on the plate view 0 0 100 0 0 initstate 230,pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate_view_0_0_100_0_0_initstate_230
581,Robot Initial States,3,2,pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,0,0,100,0,0,240,,,,,,,,pick up the black bowl on the wooden cabinet and place it on the plate,pick up the black bowl on the wooden cabinet and place it on the plate view 0 0 100 0 0 initstate 240,pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate_view_0_0_100_0_0_initstate_240
582,Robot Initial States,3,2,pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,0,0,100,0,0,250,,,,,,,,pick up the black bowl on the wooden cabinet and place it on the plate,pick up the black bowl on the wooden cabinet and place it on the plate view 0 0 100 0 0 initstate 250,pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate_view_0_0_100_0_0_initstate_250
583,Robot Initial States,4,1,pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,0,0,100,0,0,260,,,,,,,,pick up the black bowl on the wooden cabinet and place it on the plate,pick up the black bowl on the wooden cabinet and place it on the plate view 0 0 100 0 0 initstate 260,pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate_view_0_0_100_0_0_initstate_260
584,Robot Initial States,5,0,pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,0,0,100,0,0,270,,,,,,,,pick up the black bowl on the wooden cabinet and place it on the plate,pick up the black bowl on the wooden cabinet and place it on the plate view 0 0 100 0 0 initstate 270,pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate_view_0_0_100_0_0_initstate_270
585,Robot Initial States,2,3,pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,0,0,100,0,0,280,,,,,,,,pick up the black bowl on the wooden cabinet and place it on the plate,pick up the black bowl on the wooden cabinet and place it on the plate view 0 0 100 0 0 initstate 280,pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate_view_0_0_100_0_0_initstate_280
586,Robot Initial States,1,4,pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,0,0,100,0,0,290,,,,,,,,pick up the black bowl on the wooden cabinet and place it on the plate,pick up the black bowl on the wooden cabinet and place it on the plate view 0 0 100 0 0 initstate 290,pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate_view_0_0_100_0_0_initstate_290
587,Robot Initial States,5,0,pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,0,0,100,0,0,300,,,,,,,,pick up the black bowl on the wooden cabinet and place it on the plate,pick up the black bowl on the wooden cabinet and place it on the plate view 0 0 100 0 0 initstate 300,pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate_view_0_0_100_0_0_initstate_300
588,Robot Initial States,5,0,pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,0,0,100,0,0,310,,,,,,,,pick up the black bowl on the wooden cabinet and place it on the plate,pick up the black bowl on the wooden cabinet and place it on the plate view 0 0 100 0 0 initstate 310,pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate_view_0_0_100_0_0_initstate_310
589,Robot Initial States,3,2,pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,0,0,100,0,0,320,,,,,,,,pick up the black bowl on the wooden cabinet and place it on the plate,pick up the black bowl on the wooden cabinet and place it on the plate view 0 0 100 0 0 initstate 320,pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate_view_0_0_100_0_0_initstate_320
590,Robot Initial States,2,3,pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,0,0,100,0,0,330,,,,,,,,pick up the black bowl on the wooden cabinet and place it on the plate,pick up the black bowl on the wooden cabinet and place it on the plate view 0 0 100 0 0 initstate 330,pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate_view_0_0_100_0_0_initstate_330
591,Robot Initial States,4,1,pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,0,0,100,0,0,340,,,,,,,,pick up the black bowl on the wooden cabinet and place it on the plate,pick up the black bowl on the wooden cabinet and place it on the plate view 0 0 100 0 0 initstate 340,pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate_view_0_0_100_0_0_initstate_340
592,Robot Initial States,4,1,pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,0,0,100,0,0,350,,,,,,,,pick up the black bowl on the wooden cabinet and place it on the plate,pick up the black bowl on the wooden cabinet and place it on the plate view 0 0 100 0 0 initstate 350,pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate_view_0_0_100_0_0_initstate_350
593,Robot Initial States,2,3,pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,0,0,100,0,0,360,,,,,,,,pick up the black bowl on the wooden cabinet and place it on the plate,pick up the black bowl on the wooden cabinet and place it on the plate view 0 0 100 0 0 initstate 360,pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate_view_0_0_100_0_0_initstate_360
594,Robot Initial States,4,1,pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,0,0,100,0,0,370,,,,,,,,pick up the black bowl on the wooden cabinet and place it on the plate,pick up the black bowl on the wooden cabinet and place it on the plate view 0 0 100 0 0 initstate 370,pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate_view_0_0_100_0_0_initstate_370
595,Robot Initial States,2,3,pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,0,0,100,0,0,380,,,,,,,,pick up the black bowl on the wooden cabinet and place it on the plate,pick up the black bowl on the wooden cabinet and place it on the plate view 0 0 100 0 0 initstate 380,pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate_view_0_0_100_0_0_initstate_380
596,Robot Initial States,4,1,pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,0,0,100,0,0,390,,,,,,,,pick up the black bowl on the wooden cabinet and place it on the plate,pick up the black bowl on the wooden cabinet and place it on the plate view 0 0 100 0 0 initstate 390,pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate_view_0_0_100_0_0_initstate_390
597,Robot Initial States,2,3,pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,0,0,100,0,0,400,,,,,,,,pick up the black bowl on the wooden cabinet and place it on the plate,pick up the black bowl on the wooden cabinet and place it on the plate view 0 0 100 0 0 initstate 400,pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate_view_0_0_100_0_0_initstate_400
598,Robot Initial States,3,2,pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,0,0,100,0,0,410,,,,,,,,pick up the black bowl on the wooden cabinet and place it on the plate,pick up the black bowl on the wooden cabinet and place it on the plate view 0 0 100 0 0 initstate 410,pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate_view_0_0_100_0_0_initstate_410
599,Robot Initial States,5,0,pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,0,0,100,0,0,420,,,,,,,,pick up the black bowl on the wooden cabinet and place it on the plate,pick up the black bowl on the wooden cabinet and place it on the plate view 0 0 100 0 0 initstate 420,pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate_view_0_0_100_0_0_initstate_420
600,Robot Initial States,3,2,pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,0,0,100,0,0,430,,,,,,,,pick up the black bowl on the wooden cabinet and place it on the plate,pick up the black bowl on the wooden cabinet and place it on the plate view 0 0 100 0 0 initstate 430,pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate_view_0_0_100_0_0_initstate_430
601,Robot Initial States,5,0,pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,0,0,100,0,0,440,,,,,,,,pick up the black bowl on the wooden cabinet and place it on the plate,pick up the black bowl on the wooden cabinet and place it on the plate view 0 0 100 0 0 initstate 440,pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate_view_0_0_100_0_0_initstate_440
602,Robot Initial States,5,0,pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,0,0,100,0,0,450,,,,,,,,pick up the black bowl on the wooden cabinet and place it on the plate,pick up the black bowl on the wooden cabinet and place it on the plate view 0 0 100 0 0 initstate 450,pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate_view_0_0_100_0_0_initstate_450
603,Robot Initial States,4,1,pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,0,0,100,0,0,460,,,,,,,,pick up the black bowl on the wooden cabinet and place it on the plate,pick up the black bowl on the wooden cabinet and place it on the plate view 0 0 100 0 0 initstate 460,pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate_view_0_0_100_0_0_initstate_460
604,Robot Initial States,3,2,pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,0,0,100,0,0,470,,,,,,,,pick up the black bowl on the wooden cabinet and place it on the plate,pick up the black bowl on the wooden cabinet and place it on the plate view 0 0 100 0 0 initstate 470,pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate_view_0_0_100_0_0_initstate_470
605,Robot Initial States,3,2,pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,0,0,100,0,0,480,,,,,,,,pick up the black bowl on the wooden cabinet and place it on the plate,pick up the black bowl on the wooden cabinet and place it on the plate view 0 0 100 0 0 initstate 480,pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate_view_0_0_100_0_0_initstate_480
606,Robot Initial States,5,0,pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,0,0,100,0,0,490,,,,,,,,pick up the black bowl on the wooden cabinet and place it on the plate,pick up the black bowl on the wooden cabinet and place it on the plate view 0 0 100 0 0 initstate 490,pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate_view_0_0_100_0_0_initstate_490
607,Robot Initial States,3,2,pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,0,0,100,0,0,500,,,,,,,,pick up the black bowl on the wooden cabinet and place it on the plate,pick up the black bowl on the wooden cabinet and place it on the plate view 0 0 100 0 0 initstate 500,pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate_view_0_0_100_0_0_initstate_500
608,Camera Viewpoints,1,4,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,0,0,100,2,352,0,,,,,,,,pick up the black bowl between the plate and the ramekin and place it on the plate,pick up the black bowl between the plate and the ramekin and place it on the plate view 0 0 100 2 352 initstate 0,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate_view_0_0_100_2_352_initstate_0
609,Camera Viewpoints,1,4,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,0,0,100,2,354,0,,,,,,,,pick up the black bowl between the plate and the ramekin and place it on the plate,pick up the black bowl between the plate and the ramekin and place it on the plate view 0 0 100 2 354 initstate 0,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate_view_0_0_100_2_354_initstate_0
610,Camera Viewpoints,1,4,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,11,15,100,0,0,0,,,,,,,,pick up the black bowl between the plate and the ramekin and place it on the plate,pick up the black bowl between the plate and the ramekin and place it on the plate view 11 15 100 0 0 initstate 0,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate_view_11_15_100_0_0_initstate_0
611,Camera Viewpoints,2,3,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,13,15,100,0,0,0,,,,,,,,pick up the black bowl between the plate and the ramekin and place it on the plate,pick up the black bowl between the plate and the ramekin and place it on the plate view 13 15 100 0 0 initstate 0,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate_view_13_15_100_0_0_initstate_0
612,Camera Viewpoints,2,3,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,14,15,100,0,0,0,,,,,,,,pick up the black bowl between the plate and the ramekin and place it on the plate,pick up the black bowl between the plate and the ramekin and place it on the plate view 14 15 100 0 0 initstate 0,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate_view_14_15_100_0_0_initstate_0
613,Camera Viewpoints,1,4,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,15,15,100,0,0,0,,,,,,,,pick up the black bowl between the plate and the ramekin and place it on the plate,pick up the black bowl between the plate and the ramekin and place it on the plate view 15 15 100 0 0 initstate 0,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate_view_15_15_100_0_0_initstate_0
614,Camera Viewpoints,2,3,pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,0,0,115,0,0,0,,,,,,,,pick up the black bowl next to the ramekin and place it on the plate,pick up the black bowl next to the ramekin and place it on the plate view 0 0 115 0 0 initstate 0,pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate_view_0_0_115_0_0_initstate_0
615,Camera Viewpoints,2,3,pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,0,0,119,0,0,0,,,,,,,,pick up the black bowl next to the ramekin and place it on the plate,pick up the black bowl next to the ramekin and place it on the plate view 0 0 119 0 0 initstate 0,pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate_view_0_0_119_0_0_initstate_0
616,Camera Viewpoints,3,2,pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,0,0,120,0,0,0,,,,,,,,pick up the black bowl next to the ramekin and place it on the plate,pick up the black bowl next to the ramekin and place it on the plate view 0 0 120 0 0 initstate 0,pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate_view_0_0_120_0_0_initstate_0
617,Camera Viewpoints,1,4,pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,0,0,100,4,6,0,,,,,,,,pick up the black bowl next to the ramekin and place it on the plate,pick up the black bowl next to the ramekin and place it on the plate view 0 0 100 4 6 initstate 0,pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate_view_0_0_100_4_6_initstate_0
618,Camera Viewpoints,3,2,pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,0,0,100,4,8,0,,,,,,,,pick up the black bowl next to the ramekin and place it on the plate,pick up the black bowl next to the ramekin and place it on the plate view 0 0 100 4 8 initstate 0,pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate_view_0_0_100_4_8_initstate_0
619,Camera Viewpoints,3,2,pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,0,0,100,4,10,0,,,,,,,,pick up the black bowl next to the ramekin and place it on the plate,pick up the black bowl next to the ramekin and place it on the plate view 0 0 100 4 10 initstate 0,pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate_view_0_0_100_4_10_initstate_0
620,Camera Viewpoints,4,1,pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,0,0,100,4,350,0,,,,,,,,pick up the black bowl next to the ramekin and place it on the plate,pick up the black bowl next to the ramekin and place it on the plate view 0 0 100 4 350 initstate 0,pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate_view_0_0_100_4_350_initstate_0
621,Camera Viewpoints,3,2,pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,0,0,100,4,352,0,,,,,,,,pick up the black bowl next to the ramekin and place it on the plate,pick up the black bowl next to the ramekin and place it on the plate view 0 0 100 4 352 initstate 0,pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate_view_0_0_100_4_352_initstate_0
622,Camera Viewpoints,4,1,pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,0,0,100,4,354,0,,,,,,,,pick up the black bowl next to the ramekin and place it on the plate,pick up the black bowl next to the ramekin and place it on the plate view 0 0 100 4 354 initstate 0,pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate_view_0_0_100_4_354_initstate_0
623,Camera Viewpoints,5,0,pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,16,15,100,0,0,0,,,,,,,,pick up the black bowl next to the ramekin and place it on the plate,pick up the black bowl next to the ramekin and place it on the plate view 16 15 100 0 0 initstate 0,pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate_view_16_15_100_0_0_initstate_0
624,Camera Viewpoints,2,3,pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,17,0,100,0,0,0,,,,,,,,pick up the black bowl next to the ramekin and place it on the plate,pick up the black bowl next to the ramekin and place it on the plate view 17 0 100 0 0 initstate 0,pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate_view_17_0_100_0_0_initstate_0
625,Camera Viewpoints,3,2,pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,17,15,100,0,0,0,,,,,,,,pick up the black bowl next to the ramekin and place it on the plate,pick up the black bowl next to the ramekin and place it on the plate view 17 15 100 0 0 initstate 0,pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate_view_17_15_100_0_0_initstate_0
626,Camera Viewpoints,2,3,pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,18,0,100,0,0,0,,,,,,,,pick up the black bowl next to the ramekin and place it on the plate,pick up the black bowl next to the ramekin and place it on the plate view 18 0 100 0 0 initstate 0,pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate_view_18_0_100_0_0_initstate_0
627,Camera Viewpoints,3,2,pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,18,15,100,0,0,0,,,,,,,,pick up the black bowl next to the ramekin and place it on the plate,pick up the black bowl next to the ramekin and place it on the plate view 18 15 100 0 0 initstate 0,pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate_view_18_15_100_0_0_initstate_0
628,Camera Viewpoints,4,1,pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,19,0,100,0,0,0,,,,,,,,pick up the black bowl next to the ramekin and place it on the plate,pick up the black bowl next to the ramekin and place it on the plate view 19 0 100 0 0 initstate 0,pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate_view_19_0_100_0_0_initstate_0
629,Camera Viewpoints,3,2,pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,19,15,100,0,0,0,,,,,,,,pick up the black bowl next to the ramekin and place it on the plate,pick up the black bowl next to the ramekin and place it on the plate view 19 15 100 0 0 initstate 0,pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate_view_19_15_100_0_0_initstate_0
630,Camera Viewpoints,5,0,pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,20,0,100,0,0,0,,,,,,,,pick up the black bowl next to the ramekin and place it on the plate,pick up the black bowl next to the ramekin and place it on the plate view 20 0 100 0 0 initstate 0,pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate_view_20_0_100_0_0_initstate_0
631,Camera Viewpoints,3,2,pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,20,15,100,0,0,0,,,,,,,,pick up the black bowl next to the ramekin and place it on the plate,pick up the black bowl next to the ramekin and place it on the plate view 20 15 100 0 0 initstate 0,pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate_view_20_15_100_0_0_initstate_0
632,Camera Viewpoints,5,0,pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,21,0,100,0,0,0,,,,,,,,pick up the black bowl next to the ramekin and place it on the plate,pick up the black bowl next to the ramekin and place it on the plate view 21 0 100 0 0 initstate 0,pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate_view_21_0_100_0_0_initstate_0
633,Camera Viewpoints,4,1,pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,21,15,100,0,0,0,,,,,,,,pick up the black bowl next to the ramekin and place it on the plate,pick up the black bowl next to the ramekin and place it on the plate view 21 15 100 0 0 initstate 0,pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate_view_21_15_100_0_0_initstate_0
634,Camera Viewpoints,3,2,pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,22,0,100,0,0,0,,,,,,,,pick up the black bowl next to the ramekin and place it on the plate,pick up the black bowl next to the ramekin and place it on the plate view 22 0 100 0 0 initstate 0,pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate_view_22_0_100_0_0_initstate_0
635,Camera Viewpoints,5,0,pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,22,15,100,0,0,0,,,,,,,,pick up the black bowl next to the ramekin and place it on the plate,pick up the black bowl next to the ramekin and place it on the plate view 22 15 100 0 0 initstate 0,pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate_view_22_15_100_0_0_initstate_0
636,Camera Viewpoints,2,3,pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,23,0,100,0,0,0,,,,,,,,pick up the black bowl next to the ramekin and place it on the plate,pick up the black bowl next to the ramekin and place it on the plate view 23 0 100 0 0 initstate 0,pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate_view_23_0_100_0_0_initstate_0
637,Camera Viewpoints,5,0,pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,23,15,100,0,0,0,,,,,,,,pick up the black bowl next to the ramekin and place it on the plate,pick up the black bowl next to the ramekin and place it on the plate view 23 15 100 0 0 initstate 0,pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate_view_23_15_100_0_0_initstate_0
638,Camera Viewpoints,3,2,pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,24,0,100,0,0,0,,,,,,,,pick up the black bowl next to the ramekin and place it on the plate,pick up the black bowl next to the ramekin and place it on the plate view 24 0 100 0 0 initstate 0,pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate_view_24_0_100_0_0_initstate_0
639,Camera Viewpoints,4,1,pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,24,15,100,0,0,0,,,,,,,,pick up the black bowl next to the ramekin and place it on the plate,pick up the black bowl next to the ramekin and place it on the plate view 24 15 100 0 0 initstate 0,pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate_view_24_15_100_0_0_initstate_0
640,Camera Viewpoints,3,2,pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,25,0,100,0,0,0,,,,,,,,pick up the black bowl next to the ramekin and place it on the plate,pick up the black bowl next to the ramekin and place it on the plate view 25 0 100 0 0 initstate 0,pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate_view_25_0_100_0_0_initstate_0
641,Camera Viewpoints,5,0,pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,25,15,100,0,0,0,,,,,,,,pick up the black bowl next to the ramekin and place it on the plate,pick up the black bowl next to the ramekin and place it on the plate view 25 15 100 0 0 initstate 0,pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate_view_25_15_100_0_0_initstate_0
642,Camera Viewpoints,2,3,pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,26,0,100,0,0,0,,,,,,,,pick up the black bowl next to the ramekin and place it on the plate,pick up the black bowl next to the ramekin and place it on the plate view 26 0 100 0 0 initstate 0,pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate_view_26_0_100_0_0_initstate_0
643,Camera Viewpoints,5,0,pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,26,15,100,0,0,0,,,,,,,,pick up the black bowl next to the ramekin and place it on the plate,pick up the black bowl next to the ramekin and place it on the plate view 26 15 100 0 0 initstate 0,pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate_view_26_15_100_0_0_initstate_0
644,Camera Viewpoints,4,1,pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,27,0,100,0,0,0,,,,,,,,pick up the black bowl next to the ramekin and place it on the plate,pick up the black bowl next to the ramekin and place it on the plate view 27 0 100 0 0 initstate 0,pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate_view_27_0_100_0_0_initstate_0
645,Camera Viewpoints,5,0,pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,27,15,100,0,0,0,,,,,,,,pick up the black bowl next to the ramekin and place it on the plate,pick up the black bowl next to the ramekin and place it on the plate view 27 15 100 0 0 initstate 0,pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate_view_27_15_100_0_0_initstate_0
646,Camera Viewpoints,4,1,pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,28,0,100,0,0,0,,,,,,,,pick up the black bowl next to the ramekin and place it on the plate,pick up the black bowl next to the ramekin and place it on the plate view 28 0 100 0 0 initstate 0,pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate_view_28_0_100_0_0_initstate_0
647,Camera Viewpoints,4,1,pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,29,0,100,0,0,0,,,,,,,,pick up the black bowl next to the ramekin and place it on the plate,pick up the black bowl next to the ramekin and place it on the plate view 29 0 100 0 0 initstate 0,pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate_view_29_0_100_0_0_initstate_0
648,Camera Viewpoints,5,0,pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,29,15,100,0,0,0,,,,,,,,pick up the black bowl next to the ramekin and place it on the plate,pick up the black bowl next to the ramekin and place it on the plate view 29 15 100 0 0 initstate 0,pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate_view_29_15_100_0_0_initstate_0
649,Camera Viewpoints,4,1,pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,30,0,100,0,0,0,,,,,,,,pick up the black bowl next to the ramekin and place it on the plate,pick up the black bowl next to the ramekin and place it on the plate view 30 0 100 0 0 initstate 0,pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate_view_30_0_100_0_0_initstate_0
650,Camera Viewpoints,5,0,pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,30,15,100,0,0,0,,,,,,,,pick up the black bowl next to the ramekin and place it on the plate,pick up the black bowl next to the ramekin and place it on the plate view 30 15 100 0 0 initstate 0,pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate_view_30_15_100_0_0_initstate_0
