task_id,category,difficulty_level,solved_by_n_of_4_reference_models,base_scene,azimuth,elevation,distance_pct,cam_rot,cam_vert,initstate,noise_type,noise_severity,light,table,language,added_objects,layout_level,instruction_clean,task_language_raw,variant_name
740,Camera Viewpoints,2,3,put_the_bowl_on_the_stove,29,15,100,0,0,0,,,,,,,,put the bowl on the stove,put the bowl on the stove view 29 15 100 0 0 initstate 0,put_the_bowl_on_the_stove_view_29_15_100_0_0_initstate_0
741,Camera Viewpoints,2,3,put_the_bowl_on_the_stove,30,0,100,0,0,0,,,,,,,,put the bowl on the stove,put the bowl on the stove view 30 0 100 0 0 initstate 0,put_the_bowl_on_the_stove_view_30_0_100_0_0_initstate_0
742,Camera Viewpoints,1,4,put_the_bowl_on_the_stove,30,15,100,0,0,0,,,,,,,,put the bowl on the stove,put the bowl on the stove view 30 15 100 0 0 initstate 0,put_the_bowl_on_the_stove_view_30_15_100_0_0_initstate_0
743,Camera Viewpoints,1,4,put_the_wine_bottle_on_top_of_the_cabinet,0,0,123,0,0,0,,,,,,,,put the wine bottle on top of the cabinet,put the wine bottle on top of the cabinet view 0 0 123 0 0 initstate 0,put_the_wine_bottle_on_top_of_the_cabinet_view_0_0_123_0_0_initstate_0
744,Camera Viewpoints,2,3,put_the_wine_bottle_on_top_of_the_cabinet,0,0,125,0,0,0,,,,,,,,put the wine bottle on top of the cabinet,put the wine bottle on top of the cabinet view 0 0 125 0 0 initstate 0,put_the_wine_bottle_on_top_of_the_cabinet_view_0_0_125_0_0_initstate_0
745,Camera Viewpoints,1,4,put_the_wine_bottle_on_top_of_the_cabinet,0,0,126,0,0,0,,,,,,,,put the wine bottle on top of the cabinet,put the wine bottle on top of the cabinet view 0 0 126 0 0 initstate 0,put_the_wine_bottle_on_top_of_the_cabinet_view_0_0_126_0_0_initstate_0
746,Camera Viewpoints,2,3,put_the_wine_bottle_on_top_of_the_cabinet,0,0,127,0,0,0,,,,,,,,put the wine bottle on top of the cabinet,put the wine bottle on top of the cabinet view 0 0 127 0 0 initstate 0,put_the_wine_bottle_on_top_of_the_cabinet_view_0_0_127_0_0_initstate_0
747,Camera Viewpoints,1,4,put_the_wine_bottle_on_top_of_the_cabinet,0,0,128,0,0,0,,,,,,,,put the wine bottle on top of the cabinet,put the wine bottle on top of the cabinet view 0 0 128 0 0 initstate 0,put_the_wine_bottle_on_top_of_the_cabinet_view_0_0_128_0_0_initstate_0
748,Camera Viewpoints,1,4,put_the_wine_bottle_on_top_of_the_cabinet,0,0,129,0,0,0,,,,,,,,put the wine bottle on top of the cabinet,put the wine bottle on top of the cabinet view 0 0 129 0 0 initstate 0,put_the_wine_bottle_on_top_of_the_cabinet_view_0_0_129_0_0_initstate_0
749,Camera Viewpoints,1,4,put_the_wine_bottle_on_top_of_the_cabinet,0,0,130,0,0,0,,,,,,,,put the wine bottle on top of the cabinet,put the wine bottle on top of the cabinet view 0 0 130 0 0 initstate 0,put_the_wine_bottle_on_top_of_the_cabinet_view_0_0_130_0_0_initstate_0
750,Camera Viewpoints,1,4,put_the_wine_bottle_on_top_of_the_cabinet,0,0,100,6,4,0,,,,,,,,put the wine bottle on top of the cabinet,put the wine bottle on top of the cabinet view 0 0 100 6 4 initstate 0,put_the_wine_bottle_on_top_of_the_cabinet_view_0_0_100_6_4_initstate_0
751,Camera Viewpoints,1,4,put_the_wine_bottle_on_top_of_the_cabinet,0,0,100,6,6,0,,,,,,,,put the wine bottle on top of the cabinet,put the wine bottle on top of the cabinet view 0 0 100 6 6 initstate 0,put_the_wine_bottle_on_top_of_the_cabinet_view_0_0_100_6_6_initstate_0
752,Camera Viewpoints,2,3,put_the_wine_bottle_on_top_of_the_cabinet,0,0,100,6,10,0,,,,,,,,put the wine bottle on top of the cabinet,put the wine bottle on top of the cabinet view 0 0 100 6 10 initstate 0,put_the_wine_bottle_on_top_of_the_cabinet_view_0_0_100_6_10_initstate_0
753,Camera Viewpoints,3,2,put_the_wine_bottle_on_top_of_the_cabinet,31,0,100,0,0,0,,,,,,,,put the wine bottle on top of the cabinet,put the wine bottle on top of the cabinet view 31 0 100 0 0 initstate 0,put_the_wine_bottle_on_top_of_the_cabinet_view_31_0_100_0_0_initstate_0
754,Camera Viewpoints,4,1,put_the_wine_bottle_on_top_of_the_cabinet,31,15,100,0,0,0,,,,,,,,put the wine bottle on top of the cabinet,put the wine bottle on top of the cabinet view 31 15 100 0 0 initstate 0,put_the_wine_bottle_on_top_of_the_cabinet_view_31_15_100_0_0_initstate_0
755,Camera Viewpoints,3,2,put_the_wine_bottle_on_top_of_the_cabinet,32,0,100,0,0,0,,,,,,,,put the wine bottle on top of the cabinet,put the wine bottle on top of the cabinet view 32 0 100 0 0 initstate 0,put_the_wine_bottle_on_top_of_the_cabinet_view_32_0_100_0_0_initstate_0
756,Camera Viewpoints,3,2,put_the_wine_bottle_on_top_of_the_cabinet,32,15,100,0,0,0,,,,,,,,put the wine bottle on top of the cabinet,put the wine bottle on top of the cabinet view 32 15 100 0 0 initstate 0,put_the_wine_bottle_on_top_of_the_cabinet_view_32_15_100_0_0_initstate_0
757,Camera Viewpoints,1,4,put_the_wine_bottle_on_top_of_the_cabinet,33,0,100,0,0,0,,,,,,,,put the wine bottle on top of the cabinet,put the wine bottle on top of the cabinet view 33 0 100 0 0 initstate 0,put_the_wine_bottle_on_top_of_the_cabinet_view_33_0_100_0_0_initstate_0
758,Camera Viewpoints,4,1,put_the_wine_bottle_on_top_of_the_cabinet,33,15,100,0,0,0,,,,,,,,put the wine bottle on top of the cabinet,put the wine bottle on top of the cabinet view 33 15 100 0 0 initstate 0,put_the_wine_bottle_on_top_of_the_cabinet_view_33_15_100_0_0_initstate_0
759,Camera Viewpoints,3,2,put_the_wine_bottle_on_top_of_the_cabinet,34,0,100,0,0,0,,,,,,,,put the wine bottle on top of the cabinet,put the wine bottle on top of the cabinet view 34 0 100 0 0 initstate 0,put_the_wine_bottle_on_top_of_the_cabinet_view_34_0_100_0_0_initstate_0
760,Camera Viewpoints,5,0,put_the_wine_bottle_on_top_of_the_cabinet,34,15,100,0,0,0,,,,,,,,put the wine bottle on top of the cabinet,put the wine bottle on top of the cabinet view 34 15 100 0 0 initstate 0,put_the_wine_bottle_on_top_of_the_cabinet_view_34_15_100_0_0_initstate_0
761,Camera Viewpoints,1,4,put_the_wine_bottle_on_top_of_the_cabinet,35,0,100,0,0,0,,,,,,,,put the wine bottle on top of the cabinet,put the wine bottle on top of the cabinet view 35 0 100 0 0 initstate 0,put_the_wine_bottle_on_top_of_the_cabinet_view_35_0_100_0_0_initstate_0
762,Camera Viewpoints,5,0,put_the_wine_bottle_on_top_of_the_cabinet,35,15,100,0,0,0,,,,,,,,put the wine bottle on top of the cabinet,put the wine bottle on top of the cabinet view 35 15 100 0 0 initstate 0,put_the_wine_bottle_on_top_of_the_cabinet_view_35_15_100_0_0_initstate_0
763,Camera Viewpoints,2,3,put_the_wine_bottle_on_top_of_the_cabinet,36,0,100,0,0,0,,,,,,,,put the wine bottle on top of the cabinet,put the wine bottle on top of the cabinet view 36 0 100 0 0 initstate 0,put_the_wine_bottle_on_top_of_the_cabinet_view_36_0_100_0_0_initstate_0
764,Camera Viewpoints,4,1,put_the_wine_bottle_on_top_of_the_cabinet,36,15,100,0,0,0,,,,,,,,put the wine bottle on top of the cabinet,put the wine bottle on top of the cabinet view 36 15 100 0 0 initstate 0,put_the_wine_bottle_on_top_of_the_cabinet_view_36_15_100_0_0_initstate_0
765,Camera Viewpoints,3,2,put_the_wine_bottle_on_top_of_the_cabinet,37,0,100,0,0,0,,,,,,,,put the wine bottle on top of the cabinet,put the wine bottle on top of the cabinet view 37 0 100 0 0 initstate 0,put_the_wine_bottle_on_top_of_the_cabinet_view_37_0_100_0_0_initstate_0
766,Camera Viewpoints,5,0,put_the_wine_bottle_on_top_of_the_cabinet,37,15,100,0,0,0,,,,,,,,put the wine bottle on top of the cabinet,put the wine bottle on top of the cabinet view 37 15 100 0 0 initstate 0,put_the_wine_bottle_on_top_of_the_cabinet_view_37_15_100_0_0_initstate_0
767,Camera Viewpoints,4,1,put_the_wine_bottle_on_top_of_the_cabinet,38,0,100,0,0,0,,,,,,,,put the wine bottle on top of the cabinet,put the wine bottle on top of the cabinet view 38 0 100 0 0 initstate 0,put_the_wine_bottle_on_top_of_the_cabinet_view_38_0_100_0_0_initstate_0
768,Camera Viewpoints,5,0,put_the_wine_bottle_on_top_of_the_cabinet,38,15,100,0,0,0,,,,,,,,put the wine bottle on top of the cabinet,put the wine bottle on top of the cabinet view 38 15 100 0 0 initstate 0,put_the_wine_bottle_on_top_of_the_cabinet_view_38_15_100_0_0_initstate_0
769,Camera Viewpoints,3,2,put_the_wine_bottle_on_top_of_the_cabinet,39,0,100,0,0,0,,,,,,,,put the wine bottle on top of the cabinet,put the wine bottle on top of the cabinet view 39 0 100 0 0 initstate 0,put_the_wine_bottle_on_top_of_the_cabinet_view_39_0_100_0_0_initstate_0
770,Camera Viewpoints,4,1,put_the_wine_bottle_on_top_of_the_cabinet,39,15,100,0,0,0,,,,,,,,put the wine bottle on top of the cabinet,put the wine bottle on top of the cabinet view 39 15 100 0 0 initstate 0,put_the_wine_bottle_on_top_of_the_cabinet_view_39_15_100_0_0_initstate_0
771,Camera Viewpoints,4,1,put_the_wine_bottle_on_top_of_the_cabinet,40,0,100,0,0,0,,,,,,,,put the wine bottle on top of the cabinet,put the wine bottle on top of the cabinet view 40 0 100 0 0 initstate 0,put_the_wine_bottle_on_top_of_the_cabinet_view_40_0_100_0_0_initstate_0
772,Camera Viewpoints,5,0,put_the_wine_bottle_on_top_of_the_cabinet,40,15,100,0,0,0,,,,,,,,put the wine bottle on top of the cabinet,put the wine bottle on top of the cabinet view 40 15 100 0 0 initstate 0,put_the_wine_bottle_on_top_of_the_cabinet_view_40_15_100_0_0_initstate_0
773,Camera Viewpoints,2,3,put_the_wine_bottle_on_top_of_the_cabinet,41,0,100,0,0,0,,,,,,,,put the wine bottle on top of the cabinet,put the wine bottle on top of the cabinet view 41 0 100 0 0 initstate 0,put_the_wine_bottle_on_top_of_the_cabinet_view_41_0_100_0_0_initstate_0
774,Camera Viewpoints,5,0,put_the_wine_bottle_on_top_of_the_cabinet,41,15,100,0,0,0,,,,,,,,put the wine bottle on top of the cabinet,put the wine bottle on top of the cabinet view 41 15 100 0 0 initstate 0,put_the_wine_bottle_on_top_of_the_cabinet_view_41_15_100_0_0_initstate_0
775,Camera Viewpoints,2,3,put_the_wine_bottle_on_top_of_the_cabinet,42,0,100,0,0,0,,,,,,,,put the wine bottle on top of the cabinet,put the wine bottle on top of the cabinet view 42 0 100 0 0 initstate 0,put_the_wine_bottle_on_top_of_the_cabinet_view_42_0_100_0_0_initstate_0
776,Camera Viewpoints,5,0,put_the_wine_bottle_on_top_of_the_cabinet,42,15,100,0,0,0,,,,,,,,put the wine bottle on top of the cabinet,put the wine bottle on top of the cabinet view 42 15 100 0 0 initstate 0,put_the_wine_bottle_on_top_of_the_cabinet_view_42_15_100_0_0_initstate_0
777,Camera Viewpoints,2,3,put_the_wine_bottle_on_top_of_the_cabinet,43,0,100,0,0,0,,,,,,,,put the wine bottle on top of the cabinet,put the wine bottle on top of the cabinet view 43 0 100 0 0 initstate 0,put_the_wine_bottle_on_top_of_the_cabinet_view_43_0_100_0_0_initstate_0
778,Camera Viewpoints,5,0,put_the_wine_bottle_on_top_of_the_cabinet,43,15,100,0,0,0,,,,,,,,put the wine bottle on top of the cabinet,put the wine bottle on top of the cabinet view 43 15 100 0 0 initstate 0,put_the_wine_bottle_on_top_of_the_cabinet_view_43_15_100_0_0_initstate_0
779,Camera Viewpoints,3,2,put_the_wine_bottle_on_top_of_the_cabinet,44,0,100,0,0,0,,,,,,,,put the wine bottle on top of the cabinet,put the wine bottle on top of the cabinet view 44 0 100 0 0 initstate 0,put_the_wine_bottle_on_top_of_the_cabinet_view_44_0_100_0_0_initstate_0
780,Camera Viewpoints,5,0,put_the_wine_bottle_on_top_of_the_cabinet,44,15,100,0,0,0,,,,,,,,put the wine bottle on top of the cabinet,put the wine bottle on top of the cabinet view 44 15 100 0 0 initstate 0,put_the_wine_bottle_on_top_of_the_cabinet_view_44_15_100_0_0_initstate_0
781,Camera Viewpoints,2,3,put_the_wine_bottle_on_top_of_the_cabinet,45,0,100,0,0,0,,,,,,,,put the wine bottle on top of the cabinet,put the wine bottle on top of the cabinet view 45 0 100 0 0 initstate 0,put_the_wine_bottle_on_top_of_the_cabinet_view_45_0_100_0_0_initstate_0
782,Camera Viewpoints,5,0,put_the_wine_bottle_on_top_of_the_cabinet,45,15,100,0,0,0,,,,,,,,put the wine bottle on top of the cabinet,put the wine bottle on top of the cabinet view 45 15 100 0 0 initstate 0,put_the_wine_bottle_on_top_of_the_cabinet_view_45_15_100_0_0_initstate_0
783,Camera Viewpoints,3,2,open_the_top_drawer_and_put_the_bowl_inside,0,0,131,0,0,0,,,,,,,,open the top drawer and put the bowl inside,open the top drawer and put the bowl inside view 0 0 131 0 0 initstate 0,open_the_top_drawer_and_put_the_bowl_inside_view_0_0_131_0_0_initstate_0
784,Camera Viewpoints,4,1,open_the_top_drawer_and_put_the_bowl_inside,0,0,132,0,0,0,,,,,,,,open the top drawer and put the bowl inside,open the top drawer and put the bowl inside view 0 0 132 0 0 initstate 0,open_the_top_drawer_and_put_the_bowl_inside_view_0_0_132_0_0_initstate_0
785,Camera Viewpoints,3,2,open_the_top_drawer_and_put_the_bowl_inside,0,0,133,0,0,0,,,,,,,,open the top drawer and put the bowl inside,open the top drawer and put the bowl inside view 0 0 133 0 0 initstate 0,open_the_top_drawer_and_put_the_bowl_inside_view_0_0_133_0_0_initstate_0
786,Camera Viewpoints,4,1,open_the_top_drawer_and_put_the_bowl_inside,0,0,134,0,0,0,,,,,,,,open the top drawer and put the bowl inside,open the top drawer and put the bowl inside view 0 0 134 0 0 initstate 0,open_the_top_drawer_and_put_the_bowl_inside_view_0_0_134_0_0_initstate_0
787,Camera Viewpoints,4,1,open_the_top_drawer_and_put_the_bowl_inside,0,0,136,0,0,0,,,,,,,,open the top drawer and put the bowl inside,open the top drawer and put the bowl inside view 0 0 136 0 0 initstate 0,open_the_top_drawer_and_put_the_bowl_inside_view_0_0_136_0_0_initstate_0
788,Camera Viewpoints,5,0,open_the_top_drawer_and_put_the_bowl_inside,0,0,137,0,0,0,,,,,,,,open the top drawer and put the bowl inside,open the top drawer and put the bowl inside view 0 0 137 0 0 initstate 0,open_the_top_drawer_and_put_the_bowl_inside_view_0_0_137_0_0_initstate_0
789,Camera Viewpoints,5,0,open_the_top_drawer_and_put_the_bowl_inside,0,0,138,0,0,0,,,,,,,,open the top drawer and put the bowl inside,open the top drawer and put the bowl inside view 0 0 138 0 0 initstate 0,open_the_top_drawer_and_put_the_bowl_inside_view_0_0_138_0_0_initstate_0
790,Camera Viewpoints,5,0,open_the_top_drawer_and_put_the_bowl_inside,0,0,140,0,0,0,,,,,,,,open the top drawer and put the bowl inside,open the top drawer and put the bowl inside view 0 0 140 0 0 initstate 0,open_the_top_drawer_and_put_the_bowl_inside_view_0_0_140_0_0_initstate_0
791,Camera Viewpoints,2,3,open_the_top_drawer_and_put_the_bowl_inside,0,0,100,8,2,0,,,,,,,,open the top drawer and put the bowl inside,open the top drawer and put the bowl inside view 0 0 100 8 2 initstate 0,open_the_top_drawer_and_put_the_bowl_inside_view_0_0_100_8_2_initstate_0
792,Camera Viewpoints,4,1,open_the_top_drawer_and_put_the_bowl_inside,0,0,100,8,4,0,,,,,,,,open the top drawer and put the bowl inside,open the top drawer and put the bowl inside view 0 0 100 8 4 initstate 0,open_the_top_drawer_and_put_the_bowl_inside_view_0_0_100_8_4_initstate_0
793,Camera Viewpoints,5,0,open_the_top_drawer_and_put_the_bowl_inside,0,0,100,8,6,0,,,,,,,,open the top drawer and put the bowl inside,open the top drawer and put the bowl inside view 0 0 100 8 6 initstate 0,open_the_top_drawer_and_put_the_bowl_inside_view_0_0_100_8_6_initstate_0
794,Camera Viewpoints,5,0,open_the_top_drawer_and_put_the_bowl_inside,0,0,100,8,8,0,,,,,,,,open the top drawer and put the bowl inside,open the top drawer and put the bowl inside view 0 0 100 8 8 initstate 0,open_the_top_drawer_and_put_the_bowl_inside_view_0_0_100_8_8_initstate_0
795,Camera Viewpoints,5,0,open_the_top_drawer_and_put_the_bowl_inside,0,0,100,8,10,0,,,,,,,,open the top drawer and put the bowl inside,open the top drawer and put the bowl inside view 0 0 100 8 10 initstate 0,open_the_top_drawer_and_put_the_bowl_inside_view_0_0_100_8_10_initstate_0
796,Camera Viewpoints,5,0,open_the_top_drawer_and_put_the_bowl_inside,0,0,100,8,350,0,,,,,,,,open the top drawer and put the bowl inside,open the top drawer and put the bowl inside view 0 0 100 8 350 initstate 0,open_the_top_drawer_and_put_the_bowl_inside_view_0_0_100_8_350_initstate_0
797,Camera Viewpoints,5,0,open_the_top_drawer_and_put_the_bowl_inside,0,0,100,8,352,0,,,,,,,,open the top drawer and put the bowl inside,open the top drawer and put the bowl inside view 0 0 100 8 352 initstate 0,open_the_top_drawer_and_put_the_bowl_inside_view_0_0_100_8_352_initstate_0
798,Camera Viewpoints,3,2,open_the_top_drawer_and_put_the_bowl_inside,0,0,100,8,354,0,,,,,,,,open the top drawer and put the bowl inside,open the top drawer and put the bowl inside view 0 0 100 8 354 initstate 0,open_the_top_drawer_and_put_the_bowl_inside_view_0_0_100_8_354_initstate_0
799,Camera Viewpoints,3,2,open_the_top_drawer_and_put_the_bowl_inside,0,0,100,8,356,0,,,,,,,,open the top drawer and put the bowl inside,open the top drawer and put the bowl inside view 0 0 100 8 356 initstate 0,open_the_top_drawer_and_put_the_bowl_inside_view_0_0_100_8_356_initstate_0
800,Camera Viewpoints,3,2,open_the_top_drawer_and_put_the_bowl_inside,0,0,100,8,358,0,,,,,,,,open the top drawer and put the bowl inside,open the top drawer and put the bowl inside view 0 0 100 8 358 initstate 0,open_the_top_drawer_and_put_the_bowl_inside_view_0_0_100_8_358_initstate_0
801,Camera Viewpoints,5,0,open_the_top_drawer_and_put_the_bowl_inside,46,0,100,0,0,0,,,,,,,,open the top drawer and put the bowl inside,open the top drawer and put the bowl inside view 46 0 100 0 0 initstate 0,open_the_top_drawer_and_put_the_bowl_inside_view_46_0_100_0_0_initstate_0
802,Camera Viewpoints,5,0,open_the_top_drawer_and_put_the_bowl_inside,46,15,100,0,0,0,,,,,,,,open the top drawer and put the bowl inside,open the top drawer and put the bowl inside view 46 15 100 0 0 initstate 0,open_the_top_drawer_and_put_the_bowl_inside_view_46_15_100_0_0_initstate_0
803,Camera Viewpoints,5,0,open_the_top_drawer_and_put_the_bowl_inside,47,0,100,0,0,0,,,,,,,,open the top drawer and put the bowl inside,open the top drawer and put the bowl inside view 47 0 100 0 0 initstate 0,open_the_top_drawer_and_put_the_bowl_inside_view_47_0_100_0_0_initstate_0
804,Camera Viewpoints,5,0,open_the_top_drawer_and_put_the_bowl_inside,47,15,100,0,0,0,,,,,,,,open the top drawer and put the bowl inside,open the top drawer and put the bowl inside view 47 15 100 0 0 initstate 0,open_the_top_drawer_and_put_the_bowl_inside_view_47_15_100_0_0_initstate_0
805,Camera Viewpoints,5,0,open_the_top_drawer_and_put_the_bowl_inside,48,0,100,0,0,0,,,,,,,,open the top drawer and put the bowl inside,open the top drawer and put the bowl inside view 48 0 100 0 0 initstate 0,open_the_top_drawer_and_put_the_bowl_inside_view_48_0_100_0_0_initstate_0
806,Camera Viewpoints,5,0,open_the_top_drawer_and_put_the_bowl_inside,48,15,100,0,0,0,,,,,,,,open the top drawer and put the bowl inside,open the top drawer and put the bowl inside view 48 15 100 0 0 initstate 0,open_the_top_drawer_and_put_the_bowl_inside_view_48_15_100_0_0_initstate_0
807,Camera Viewpoints,5,0,open_the_top_drawer_and_put_the_bowl_inside,49,0,100,0,0,0,,,,,,,,open the top drawer and put the bowl inside,open the top drawer and put the bowl inside view 49 0 100 0 0 initstate 0,open_the_top_drawer_and_put_the_bowl_inside_view_49_0_100_0_0_initstate_0
808,Camera Viewpoints,5,0,open_the_top_drawer_and_put_the_bowl_inside,49,15,100,0,0,0,,,,,,,,open the top drawer and put the bowl inside,open the top drawer and put the bowl inside view 49 15 100 0 0 initstate 0,open_the_top_drawer_and_put_the_bowl_inside_view_49_15_100_0_0_initstate_0
809,Camera Viewpoints,5,0,open_the_top_drawer_and_put_the_bowl_inside,50,0,100,0,0,0,,,,,,,,open the top drawer and put the bowl inside,open the top drawer and put the bowl inside view 50 0 100 0 0 initstate 0,open_the_top_drawer_and_put_the_bowl_inside_view_50_0_100_0_0_initstate_0
810,Camera Viewpoints,5,0,open_the_top_drawer_and_put_the_bowl_inside,50,15,100,0,0,0,,,,,,,,open the top drawer and put the bowl inside,open the top drawer and put the bowl inside view 50 15 100 0 0 initstate 0,open_the_top_drawer_and_put_the_bowl_inside_view_50_15_100_0_0_initstate_0
811,Camera Viewpoints,5,0,open_the_top_drawer_and_put_the_bowl_inside,51,0,100,0,0,0,,,,,,,,open the top drawer and put the bowl inside,open the top drawer and put the bowl inside view 51 0 100 0 0 initstate 0,open_the_top_drawer_and_put_the_bowl_inside_view_51_0_100_0_0_initstate_0
812,Camera Viewpoints,5,0,open_the_top_drawer_and_put_the_bowl_inside,51,15,100,0,0,0,,,,,,,,open the top drawer and put the bowl inside,open the top drawer and put the bowl inside view 51 15 100 0 0 initstate 0,open_the_top_drawer_and_put_the_bowl_inside_view_51_15_100_0_0_initstate_0
813,Camera Viewpoints,5,0,open_the_top_drawer_and_put_the_bowl_inside,52,0,100,0,0,0,,,,,,,,open the top drawer and put the bowl inside,open the top drawer and put the bowl inside view 52 0 100 0 0 initstate 0,open_the_top_drawer_and_put_the_bowl_inside_view_52_0_100_0_0_initstate_0
814,Camera Viewpoints,5,0,open_the_top_drawer_and_put_the_bowl_inside,52,15,100,0,0,0,,,,,,,,open the top drawer and put the bowl inside,open the top drawer and put the bowl inside view 52 15 100 0 0 initstate 0,open_the_top_drawer_and_put_the_bowl_inside_view_52_15_100_0_0_initstate_0
815,Camera Viewpoints,5,0,open_the_top_drawer_and_put_the_bowl_inside,53,0,100,0,0,0,,,,,,,,open the top drawer and put the bowl inside,open the top drawer and put the bowl inside view 53 0 100 0 0 initstate 0,open_the_top_drawer_and_put_the_bowl_inside_view_53_0_100_0_0_initstate_0
816,Camera Viewpoints,5,0,open_the_top_drawer_and_put_the_bowl_inside,53,15,100,0,0,0,,,,,,,,open the top drawer and put the bowl inside,open the top drawer and put the bowl inside view 53 15 100 0 0 initstate 0,open_the_top_drawer_and_put_the_bowl_inside_view_53_15_100_0_0_initstate_0
817,Camera Viewpoints,5,0,open_the_top_drawer_and_put_the_bowl_inside,54,0,100,0,0,0,,,,,,,,open the top drawer and put the bowl inside,open the top drawer and put the bowl inside view 54 0 100 0 0 initstate 0,open_the_top_drawer_and_put_the_bowl_inside_view_54_0_100_0_0_initstate_0
818,Camera Viewpoints,5,0,open_the_top_drawer_and_put_the_bowl_inside,54,15,100,0,0,0,,,,,,,,open the top drawer and put the bowl inside,open the top drawer and put the bowl inside view 54 15 100 0 0 initstate 0,open_the_top_drawer_and_put_the_bowl_inside_view_54_15_100_0_0_initstate_0
819,Camera Viewpoints,5,0,open_the_top_drawer_and_put_the_bowl_inside,55,0,100,0,0,0,,,,,,,,open the top drawer and put the bowl inside,open the top drawer and put the bowl inside view 55 0 100 0 0 initstate 0,open_the_top_drawer_and_put_the_bowl_inside_view_55_0_100_0_0_initstate_0
820,Camera Viewpoints,5,0,open_the_top_drawer_and_put_the_bowl_inside,55,15,100,0,0,0,,,,,,,,open the top drawer and put the bowl inside,open the top drawer and put the bowl inside view 55 15 100 0 0 initstate 0,open_the_top_drawer_and_put_the_bowl_inside_view_55_15_100_0_0_initstate_0
821,Camera Viewpoints,5,0,open_the_top_drawer_and_put_the_bowl_inside,56,0,100,0,0,0,,,,,,,,open the top drawer and put the bowl inside,open the top drawer and put the bowl inside view 56 0 100 0 0 initstate 0,open_the_top_drawer_and_put_the_bowl_inside_view_56_0_100_0_0_initstate_0
822,Camera Viewpoints,5,0,open_the_top_drawer_and_put_the_bowl_inside,56,15,100,0,0,0,,,,,,,,open the top drawer and put the bowl inside,open the top drawer and put the bowl inside view 56 15 100 0 0 initstate 0,open_the_top_drawer_and_put_the_bowl_inside_view_56_15_100_0_0_initstate_0
823,Camera Viewpoints,5,0,open_the_top_drawer_and_put_the_bowl_inside,57,0,100,0,0,0,,,,,,,,open the top drawer and put the bowl inside,open the top drawer and put the bowl inside view 57 0 100 0 0 initstate 0,open_the_top_drawer_and_put_the_bowl_inside_view_57_0_100_0_0_initstate_0
824,Camera Viewpoints,5,0,open_the_top_drawer_and_put_the_bowl_inside,57,15,100,0,0,0,,,,,,,,open the top drawer and put the bowl inside,open the top drawer and put the bowl inside view 57 15 100 0 0 initstate 0,open_the_top_drawer_and_put_the_bowl_inside_view_57_15_100_0_0_initstate_0
825,Camera Viewpoints,5,0,open_the_top_drawer_and_put_the_bowl_inside,58,0,100,0,0,0,,,,,,,,open the top drawer and put the bowl inside,open the top drawer and put the bowl inside view 58 0 100 0 0 initstate 0,open_the_top_drawer_and_put_the_bowl_inside_view_58_0_100_0_0_initstate_0
826,Camera Viewpoints,5,0,open_the_top_drawer_and_put_the_bowl_inside,58,15,100,0,0,0,,,,,,,,open the top drawer and put the bowl inside,open the top drawer and put the bowl inside view 58 15 100 0 0 initstate 0,open_the_top_drawer_and_put_the_bowl_inside_view_58_15_100_0_0_initstate_0
827,Camera Viewpoints,5,0,open_the_top_drawer_and_put_the_bowl_inside,59,0,100,0,0,0,,,,,,,,open the top drawer and put the bowl inside,open the top drawer and put the bowl inside view 59 0 100 0 0 initstate 0,open_the_top_drawer_and_put_the_bowl_inside_view_59_0_100_0_0_initstate_0
828,Camera Viewpoints,5,0,open_the_top_drawer_and_put_the_bowl_inside,59,15,100,0,0,0,,,,,,,,open the top drawer and put the bowl inside,open the top drawer and put the bowl inside view 59 15 100 0 0 initstate 0,open_the_top_drawer_and_put_the_bowl_inside_view_59_15_100_0_0_initstate_0
829,Camera Viewpoints,5,0,open_the_top_drawer_and_put_the_bowl_inside,60,0,100,0,0,0,,,,,,,,open the top drawer and put the bowl inside,open the top drawer and put the bowl inside view 60 0 100 0 0 initstate 0,open_the_top_drawer_and_put_the_bowl_inside_view_60_0_100_0_0_initstate_0
830,Camera Viewpoints,5,0,open_the_top_drawer_and_put_the_bowl_inside,60,15,100,0,0,0,,,,,,,,open the top drawer and put the bowl inside,open the top drawer and put the bowl inside view 60 15 100 0 0 initstate 0,open_the_top_drawer_and_put_the_bowl_inside_view_60_15_100_0_0_initstate_0
831,Camera Viewpoints,2,3,put_the_bowl_on_top_of_the_cabinet,0,0,141,0,0,0,,,,,,,,put the bowl on top of the cabinet,put the bowl on top of the cabinet view 0 0 141 0 0 initstate 0,put_the_bowl_on_top_of_the_cabinet_view_0_0_141_0_0_initstate_0
832,Camera Viewpoints,2,3,put_the_bowl_on_top_of_the_cabinet,0,0,142,0,0,0,,,,,,,,put the bowl on top of the cabinet,put the bowl on top of the cabinet view 0 0 142 0 0 initstate 0,put_the_bowl_on_top_of_the_cabinet_view_0_0_142_0_0_initstate_0
833,Camera Viewpoints,2,3,put_the_bowl_on_top_of_the_cabinet,0,0,143,0,0,0,,,,,,,,put the bowl on top of the cabinet,put the bowl on top of the cabinet view 0 0 143 0 0 initstate 0,put_the_bowl_on_top_of_the_cabinet_view_0_0_143_0_0_initstate_0
